Var1,ASG1_RPN4,CAD1_YAP1,CAT8_YPR015C,CBF1_HAC1,CBF1_MAL33,CBF1_SUT2,CBF1_TYE7,CIN5_YAP6,CST6_MAL13,CUP2_HAA1,CUP9_RPN4,CUP9_TOS8,DAL80_GZF3,DAL81_UGA3,DOT6_TOD6,ECM22_SIP4,ECM22_UPC2,ECM23_GAT3,ECM23_GAT4,FKH1_FKH2,FKH1_HCM1,GAT1_GLN3,GAT1_GZF3,GAT3_GAT4,GAT4_HMO1,GIS1_RPH1,GLN3_GZF3,GLN3_HAA1,GLN3_ISW2,GLN3_MIG1,GLN3_RIM101,GLN3_ROX1,GLN3_SUM1,GZF3_STB5,HAC1_RPN4,HAC1_SNT1,HEL2_RPN4,HMO1_ROX1,ISW2_RPN4,ISW2_STB5,LYS14_RPN4,MAL13_MAL33,MET28_YRR1,MET31_MET32,MIG1_MIG2,MIG1_MIG3,MIG1_RPN4,MIG1_STB5,MIG1_YGR067C,MIG2_MIG3,MIG2_YGR067C,MSN2_MSN4,MSN2_PPR1,MSN2_YAP1,NHP6A_NHP6B,NHP6B_PHO2,NRG1_NRG2,NSI1_RPN4,PHO2_YOX1,RGM1_USV1,RLM1_SMP1,RPI1_ZAP1,RPN4_SNT1,RSF2_TDA9,SIP4_YER184C,SNT1_SPT2,STB4_YAP1,STP3_STP4,TDA9_YGR067C,YFL052W_YPR196W,YHP1_YOX1,YRM1_YRR1,CAD1,HAC1,HEL2,MET31,NHP6A,NRG2,NSI1,RPH1,STB5,TDA9,YAP1,YER184C,YGR067C,YPR196W
r_1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187999239757771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018954622669162,0,0,0,0,0,0,0,0,0,0,0
r_1073,0.0177658764769183,0.017737562130091,0.0184237317783977,0.0134583927973528,0.0140152600148732,0.0131037893365432,0.0137877433989411,0.0180591844862471,0.0152630508409607,0.0190196073164748,0.0163062309351981,0.0185281655620764,0.0192810731272599,0.018495982661823,0.0177680396381059,0.0182519801101524,0.0144968843984491,0.0177179577390553,0.0176576308183845,0.0168095576678997,0.0188405721831402,0.0169256537761164,0.0189544916952267,0.0195947444839189,0.0146390001790514,0.0182177865210795,0.0172000291334448,0.016942667486521,0.0162841929185933,0.0160180081120303,0.0161779404743365,0.0173141929329044,0.0150276009604955,0.0176578055391957,0.0145247404184979,0.0171483012796669,0.0182021073768135,0.0145953649942453,0.0152984652315062,0.0151968184648379,0.0181500761818713,0.0201793633793166,0.0189846245780259,0.0126930768103499,0.0158754734801829,0,0.016183086879568,0.0142023161024374,0.0164877913379798,0.019302195213881,0.0192543856841441,0.0172151021824485,0.01828044681222,0.0184039354513453,0.0117884360901486,0.0184007036097197,0.019295116805816,0.0177529929098901,0.0185499070479144,0.0136724718754851,0.0194506614760312,0.0145799512930469,0.0132532977707393,0.0159347533127347,0.0191427732213941,0.0125744904934438,0.0189859024528841,0.0194851252901262,0.0187691107589026,0.0171590580534545,0.0185991908302981,0.0175093522920493,0.0187533877951674,0.019126156380693,0,0.0194913139059579,0.019400815143509,0.0197789436785706,0.0192457719203827,0.019190050619093,0.0166782360677661,0.018988946913099,0.0190995823771469,0.0200069835906645,0.0183537750399003,0.0192150633429914
r_1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1081,3.60536370211738e-07,3.59961765753e-07,3.73886725475182e-07,2.73121345538984e-07,2.84422273220464e-07,2.65925109271123e-07,2.79805106429785e-07,3.6648869151267e-07,3.09744636341743e-07,3.8597927851426e-07,3.30914679096782e-07,3.76006079244778e-07,3.91285402001426e-07,3.75352967310968e-07,3.60580268878024e-07,3.70401238950447e-07,2.94196241158425e-07,3.5956391901651e-07,3.58339659182579e-07,3.41129069220931e-07,3.82345983123702e-07,3.43485095364125e-07,3.84657837956043e-07,3.97650972114223e-07,2.97080304196715e-07,3.69707322583845e-07,3.490532020396e-07,3.43830367459261e-07,3.30467444954097e-07,3.25065555322836e-07,3.28311183728922e-07,3.51370014380392e-07,3.04966473808574e-07,3.58343204927172e-07,2.94761544446592e-07,3.48003449574479e-07,3.69389133848097e-07,2.96194782383931e-07,3.10463327356794e-07,3.08400532629683e-07,3.68333225449219e-07,4.09515085590573e-07,3.85269347343252e-07,2.57590209298856e-07,3.22172992217646e-07,3.81521078301653e-07,3.28415623623241e-07,2.88218343903553e-07,3.34599221689222e-07,3.91714048477844e-07,3.90743813525729e-07,3.49359090828672e-07,3.70978935268932e-07,3.73484983636353e-07,2.39231650854121e-07,3.73419397427955e-07,3.91570400994728e-07,3.60274914240354e-07,3.76447295663076e-07,2.77465814209268e-07,3.94726986641865e-07,2.95881980485932e-07,2.68959197021966e-07,3.23376002701406e-07,3.88478777390726e-07,2.55183647463624e-07,3.8529528022162e-07,3.95426386891193e-07,3.80895762387505e-07,3.48221744921085e-07,3.77447448739159e-07,3.55330530884266e-07,3.80576684388585e-07,3.88141559277294e-07,3.84660495909189e-07,3.95551977153595e-07,3.937154173101e-07,4.01389065708945e-07,3.90569007901903e-07,3.89438213386105e-07,3.3846406065073e-07,3.85357063755718e-07,3.87602272917021e-07,4.06016852139863e-07,3.7246704046536e-07,3.89945815511627e-07
r_1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1083,3.60536370211738e-07,3.59961765753e-07,3.73886725475182e-07,2.73121345538984e-07,2.84422273220464e-07,2.65925109271123e-07,2.79805106429785e-07,3.6648869151267e-07,3.09744636341743e-07,3.8597927851426e-07,3.30914679096782e-07,3.76006079244778e-07,3.91285402001426e-07,3.75352967310968e-07,3.60580268878024e-07,3.70401238950447e-07,2.94196241158425e-07,3.5956391901651e-07,3.58339659182579e-07,3.41129069220931e-07,3.82345983123703e-07,3.43485095364126e-07,3.84657837956043e-07,3.97650972114223e-07,2.97080304196715e-07,3.69707322583846e-07,3.490532020396e-07,3.43830367459261e-07,3.30467444954097e-07,3.25065555322836e-07,3.28311183728922e-07,3.51370014380392e-07,3.04966473808574e-07,3.58343204927173e-07,2.94761544446592e-07,3.48003449574479e-07,3.69389133848097e-07,2.96194782383931e-07,3.10463327356794e-07,3.08400532629683e-07,3.68333225449219e-07,4.09515085590573e-07,3.85269347343252e-07,2.57590209298856e-07,3.22172992217646e-07,3.81521078301653e-07,3.28415623623241e-07,2.88218343903553e-07,3.34599221689222e-07,3.91714048477844e-07,3.90743813525729e-07,3.49359090828673e-07,3.70978935268932e-07,3.73484983636353e-07,2.39231650854121e-07,3.73419397427955e-07,3.91570400994728e-07,3.60274914240354e-07,3.76447295663076e-07,2.77465814209268e-07,3.94726986641865e-07,2.95881980485932e-07,2.68959197021966e-07,3.23376002701406e-07,3.88478777390726e-07,2.55183647463624e-07,3.8529528022162e-07,3.95426386891193e-07,3.80895762387505e-07,3.48221744921085e-07,3.77447448739159e-07,3.55330530884266e-07,3.80576684388585e-07,3.88141559277294e-07,3.8466049590919e-07,3.95551977153595e-07,3.937154173101e-07,4.01389065708945e-07,3.90569007901903e-07,3.89438213386105e-07,3.3846406065073e-07,3.85357063755718e-07,3.87602272917021e-07,4.06016852139863e-07,3.7246704046536e-07,3.89945815511627e-07
r_1084,0.540190512222187,-812.850064765357,-844.294805540886,-616.750790030192,-642.270055335363,-600.500561058959,-631.843769312464,-827.588885752868,-699.451918686416,0.57831154189886,-747.257192089386,0.563368728726608,-883.583743106376,-847.605809333127,0.540256285456141,0.554971014100093,-664.341206304839,0.538733491647666,-809.187093974032,-770.322885344051,0.57286778681549,0.514642640620319,0.576331631656807,-897.958197755121,0.445114487619928,-834.857058990629,0.522985317380962,0.515159960717089,0.495138335856856,-734.048954182675,0.491907616428942,0.526456590041638,-688.662079060715,-809.195100833008,-665.617749691899,-785.846313249491,-834.138538979312,-668.854225504851,-701.074835607041,-696.416721923279,-831.7541323748,-924.749224817046,-869.998549115654,-581.67905103668,0.482710783347591,-861.534370352482,0.492064098394896,0.43183664031913,0.50132896397469,0.586903929741134,0.585450229756715,-788.907563592718,0.555836574681423,-843.387609526486,-540.222549709638,0.559493111476774,-884.227315488326,0.53979877356064,0.564029801901726,0.415726158816726,0.591418205538497,0.44331904296408,-607.352006567613,0.484513250180685,0.582056533222713,0.382340858297167,0.577286709403199,0.592466114737536,-860.12230904958,0.521739547789181,-852.335476546422,-802.3920108261,0.570216852072247,-876.484453669009,0.576335614059667,0.592654286233624,0.589902574382746,-906.399398773538,0.58518831903903,-879.412501800656,-764.304878450817,0.577379279478478,0.580743269319996,0.608333775589589,-841.088934358315,0.584254591836089
r_1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1087,0,0,0,0,2.73315710818661e-29,2.18652568654929e-28,0,0,0,0,0,0,0,0,0,-2.98235106763126e-22,0,0,0,9.29273416783449e-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01972561138462e-22,0,0,0,0,0,0,0,0,0,0,-9.67318963729406e-25,0,-7.69097291089594e-23,0,0,0,2.36144774147323e-25,0,0,0,0,-7.16480736968472e-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1088,-0.10958128145869,-0.109406636407253,-0.113638983145867,-0.08301239350778,-0.0864471929880134,-0.0808251723088518,-0.0850438531437311,-0.111390427635612,-0.0941436619982339,-0.117314388923518,-0.100578076402168,-0.114283138690563,-0.118927129993053,-0.114084632108271,-0.109594624001921,-0.112579605753059,-0.0894178889290331,-0.109285715027856,-0.108913613979183,-0.10368263408789,-0.116210086562617,-0.10439872374001,-0.116912750804024,-0.120861878850056,-0.0902944699057534,-0.112368697087637,-0.106091091875959,-0.104503665603752,-0.100442144234107,-0.098800296040694,-0.0997867710519909,-0.10679526290052,-0.0926913891717918,-0.10891469167139,-0.0895897069863729,-0.105772030527794,-0.112271986929412,-0.0900253247569644,-0.0943621006604855,-0.0937351356487442,-0.111951054549181,-0.124467852797557,-0.117098612724792,-0.0782918661149312,-0.0979211315570091,-0.115959365317966,-0.0998185144720741,-0.0876009692068077,-0.101697954817296,-0.119057412633196,-0.118762519806415,-0.106184063593267,-0.112755190543121,-0.113516877890609,-0.0727119731379016,-0.113496943644425,-0.119013752474114,-0.109501814634379,-0.114417241833859,-0.0843328495934373,-0.119973163864549,-0.0899302518720699,-0.0817473517372412,-0.0982867740866137,-0.11807408562132,-0.0775604166646042,-0.117106494753564,-0.120185739299113,-0.115769307046872,-0.105838379128917,-0.114721227963379,-0.107999020716903,-0.115672326606351,-0.117971591681585,-0.11691355866125,-0.120223911153688,-0.119665707882802,-0.121998033535592,-0.118709389454396,-0.11836569621747,-0.102872632439375,-0.117125273216429,-0.117807681198997,-0.12340460110912,-0.113207484646693,-0.118519976606306
r_1089,0.10958128145869,0.109406636407253,0.113638983145867,0.08301239350778,0.0864471929880134,0.0808251723088518,0.0850438531437311,0.111390427635612,0.0941436619982339,0.117314388923518,0.100578076402168,0.114283138690563,0.118927129993053,0.114084632108271,0.109594624001921,0.112579605753059,0.0894178889290331,0.109285715027856,0.108913613979183,0.10368263408789,0.116210086562617,0.10439872374001,0.116912750804024,0.120861878850056,0.0902944699057534,0.112368697087637,0.106091091875959,0.104503665603752,0.100442144234107,0.098800296040694,0.0997867710519909,0.10679526290052,0.0926913891717918,0.10891469167139,0.0895897069863729,0.105772030527794,0.112271986929412,0.0900253247569644,0.0943621006604855,0.0937351356487441,0.111951054549181,0.124467852797557,0.117098612724792,0.0782918661149312,0.0979211315570091,0.115959365317966,0.099818514472074,0.0876009692068077,0.101697954817296,0.119057412633196,0.118762519806415,0.106184063593267,0.112755190543121,0.113516877890609,0.0727119731379016,0.113496943644425,0.119013752474114,0.109501814634379,0.114417241833859,0.0843328495934373,0.119973163864549,0.0899302518720699,0.0817473517372412,0.0982867740866137,0.11807408562132,0.0775604166646042,0.117106494753564,0.120185739299113,0.115769307046872,0.105838379128917,0.114721227963379,0.107999020716903,0.115672326606351,0.117971591681585,0.11691355866125,0.120223911153688,0.119665707882802,0.121998033535592,0.118709389454396,0.11836569621747,0.102872632439375,0.117125273216429,0.117807681198997,0.12340460110912,0.113207484646693,0.118519976606306
r_1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1091,0,0,8.25400464827946e-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00927252801855e-27,4.09261063810523e-25,0,0,0,0,0,0,0,0,0,0,8.21789337794324e-22,0,0,0,0,0,0,0,0,0,2.3311114690258e-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07013258508886e-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1094,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
r_1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1097,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
r_1098,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
r_1099,0.118526682870304,0.118337781094828,0.122915625166436,0.0897889083667153,0.0935040993491294,0.0874231386845064,0.0919862012695636,0.120483514295559,0.101828850889286,0.126891063756205,0.108788523064672,0.123612364782445,0.128635457020786,0.123397653598073,0.118541114599603,0.121769768076558,0.0967173008286,0.118206988592703,0.117804511979867,0.112146513766824,0.125696614357722,0.112921059656173,0.126456638885605,0.130728144395447,0.0976654393615212,0.121541642395162,0.114751580149083,0.113034568193745,0.108641494404657,0.106865617926928,0.107932621426678,0.115513234462699,0.100258025302566,0.117805677646855,0.0969031448351915,0.114406473003714,0.121437037538368,0.0973743232030684,0.10206512126049,0.101386975484786,0.12108990662378,0.13462848325647,0.126657673192262,0.0846830322004132,0.105914684988734,0.125425426094014,0.10796695614366,0.0947520612835761,0.109999820030689,0.128776374967412,0.128457409281893,0.114852141386427,0.121959686303937,0.122783552145624,0.0786476382304316,0.122761990615731,0.128729150717424,0.118440728965053,0.123757415109707,0.091217156673593,0.129766881323442,0.0972714892744316,0.0884205979878039,0.106310175857005,0.127712776446361,0.0838918726530844,0.126666198651284,0.129996809836626,0.125219852878179,0.114478237811531,0.12408621640762,0.116815258120899,0.125114955675251,0.127601915663119,0.126457512690291,0.130038097757716,0.129434326920353,0.131957046305623,0.128399941762799,0.128028191964334,0.111270389603646,0.126686510048296,0.127424624746913,0.133478435602262,0.122448902336681,0.128195066657505
r_1100,0,0,0,0,0,0,0,0,2.50128298635942e-15,5.25262095914147e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50128298635942e-15,0,0,0,0,0,0,-6.01922887194869e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50128298635942e-15,0,0,2.50128298635942e-15,0,0,0,0,0,0,0,0,2.50128298635942e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1103,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
r_1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1106,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
r_1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r_1110,27.1450371412235,27.1017747669374,25.571277016986,19.1973571096398,21.4143531922284,20.0216886959375,21.0667234538461,27.5931916025992,21.1843998748932,29.0606516197028,22.6079308507638,28.3097624253617,26.7324294452847,26.1244052062393,27.148342302633,27.8877700536988,22.1502421196261,25.273297271987,24.4951508610201,23.3308789352371,26.1498319801085,23.466735611186,26.7598915004999,29.9394216481294,22.3673852560339,25.2582254942208,26.2804613250778,23.9196044378894,22.5773760303961,22.2083215430333,22.8503172864634,24.3229352135837,20.8576064654761,26.9799121829132,20.5059826412929,26.2014247229832,25.2504637101719,20.2576831838158,21.8388598134283,21.0924724381464,25.1914558628328,30.8326791044348,29.0072004022257,19.3941482090603,24.2566314030133,28.7249905872046,24.72664351666,20.0507850102999,25.1922109683737,29.4924264878431,29.4193768151714,26.303491907315,27.9312652164115,25.9826179347737,16.6428768341708,28.1150093304003,26.7807186327976,27.1253519369489,28.3429819200356,20.8905964958077,26.9966073512047,22.2771626202079,18.3949567199652,22.7296939840634,29.2488406499146,17.434023391949,27.0819224052002,29.7719310606557,26.0226142912514,23.7903412183634,28.4182841493132,26.7530858331764,26.0288241321772,29.2234512608151,28.9613595490565,27.0388864461401,26.8984469160197,30.220865346733,29.4062155769259,26.6348916849797,23.1237009477539,26.341989144121,26.5093260013519,30.5692946450926,26.1802415088257,29.3592949829196
r_1111,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
r_1112,-16.5686155694018,-13.1045493427672,-839.752263309367,-617.160006885232,-12.9971897674424,-12.2022379785151,-632.263000425475,-828.137994609419,1.54257614611463,-870.980180001694,-743.191469766833,-849.644007130276,-791.51640456321,-6.49758746805486,-16.5706329528519,-835.897684817034,-570.612320232335,-812.490397994823,1.99705657647181,-718.1989046574,-4.31222020627641,-3.81252114067948,-867.253415525515,-898.553996958918,-13.6524627198657,-4.10357538725269,-331.465947270002,-385.652078638657,1.79170633295359,-3.58549127006976,-346.239775604542,793.975000630573,-3.43950936752611,-16.3751403277287,-0.609980334967673,-15.968484212362,2.05863621323295,-3.39661559815751,-701.540001836269,1.53588230196422,-827.418430108944,-925.362799984839,-17.7052309675859,-582.064997639024,-712.172002875044,-862.106002186991,-742.105997386579,-4.99832215625358,-720.732556617044,-14.2605036559828,-17.8828889842886,-12.7185548013254,-17.0227372120102,-834.333509064503,-516.0247938522,-17.0900149859265,-4.41625613944232,-16.5315725667371,-850.641003999516,614.225937369253,-879.829128450451,-13.5973931997569,-3.08429134542508,-730.718192911255,-824.582134149668,-573.109390423367,-870.63439632039,-18.1720024156349,-855.44250334276,-3.86509569724506,-851.799117714973,-16.3293788164309,-4.36426560963566,-17.8372247948192,-854.220997401508,2.20444390418296,-4.37005381654901,-18.4460200772506,-17.9216471680553,-4.46588525112416,-3.75679004423243,-865.41826514105,-4.44483159187732,-915.382283409565,-841.647000556343,-880.004627719863
