,0
0,r_0075
1,r_0114
2,r_0238
3,r_0239
4,r_0240
5,r_0241
6,r_0244
7,r_0735
8,r_0904
9,r_0917
10,r_0967
11,r_1118
12,r_1178
13,r_1245
14,r_1729
15,r_2182
16,r_2183
17,r_2395
18,r_2496
19,r_2498
20,r_2504
21,r_2506
22,r_4236
23,r_4591
24,r_4592
25,r_4822
26,r_4827
27,r_4837
