,p
r_2464,-0.00561571790205529
r_2465,-0.021282552332857495
r_2466,0.12782744614467378
r_2468,0.07017354929985177
r_2469,-0.2400804067378174
r_2470,-0.02611132220040161
r_2472,-0.15404316963320622
r_2473,-0.1221296361138623
r_2474,-0.12952521638637535
r_2476,-0.05412555868844928
r_2477,-0.021074009668782548
r_2478,0.017549339014071203
r_2480,0.15628188149168762
r_2481,0.05710600200483993
r_2482,-0.09909183810236842
r_2484,0.09263865977151649
r_2485,0.012525948153385884
r_2486,0.1356333833250684
r_2488,0.37781829563369745
r_2489,0.14555239986488108
r_2490,0.25608778188051873
r_2492,0.05104918929046422
r_2493,0.14175648966567608
r_2494,0.08087393128120425
r_2496,0.6210919346195032
r_2497,0.2837331915745409
r_2498,0.6085726390524195
r_2500,0.20665107027199703
r_2501,0.06304942096044774
r_2502,0.046562460464313116
r_2504,0.6210919346195032
r_2505,0.2837331915745409
r_2506,0.6085726390524195
r_2508,0.20665107027199703
r_2509,0.06304942096048055
r_2510,0.046562460464313116
r_2620,-0.11864614589055114
r_2621,-0.04435705835182204
r_2622,-0.02492899839471931
r_2623,-0.0010339588605655214
r_2624,-0.04703535659510386
r_2625,0.009524602612157698
r_2626,-0.012835307833153486
r_2627,-0.09691429510751191
r_2628,0.0974812596659406
r_2629,0.014878730485387372
r_2630,-0.2024140553260586
r_2631,0.028830428457905507
r_2632,0.05512937355612492
r_2633,0.013160450227342505
r_2634,-0.07798085807221396
r_2635,0.01899927957080635
r_2636,0.10297529152542047
r_2637,0.06762201100281942
r_2638,0.046583466441223485
r_2639,0.08381928797239246
r_2640,0.019322508466754
r_2641,-0.01079077454580375
r_2642,0.01493514611151927
r_2643,-0.0033010073130187146
r_2644,0.029590933955483335
r_2645,0.06834152496585698
r_2646,0.06690903392246494
r_2647,0.014855075512721043
r_2648,0.11869975676423294
r_2649,0.09593219738247849
r_2650,0.010711023328359595
r_2651,-0.04134213313775492
r_2652,0.014324614817823022
r_2653,-0.06290914499607622
r_2654,0.004722013451806386
r_2655,-0.05121385482284844
r_2656,0.2667878284278414
r_2657,-0.12303218733072961
r_2658,0.08083847282053121
r_2659,0.039917059471728675
r_2660,-0.011379009344497462
r_2661,-0.09792614960576755
r_2662,-0.10439497832265487
r_2663,0.030080848036481173
r_2664,0.009574897305065702
r_2665,-0.01647794629451985
r_2666,-0.053771717527949625
r_2667,0.016937404207348128
r_2668,-0.028958372811199604
r_2669,-0.08679253614479199
r_2670,-0.09862195652972076
r_2671,0.008803663560341037
r_2672,-0.04090811122133386
r_2673,0.006775742668291621
r_2674,-0.05069355426294283
r_2675,0.034143280901528385
r_2676,0.029713402598754914
r_2677,-0.008105638161587037
r_2678,-0.02033287328385717
r_2679,-0.043038326130812044
r_2680,-0.07243737915992987
r_2681,0.017732990028949566
r_2682,0.03363959069330055
r_2683,-0.07863778845551969
r_2684,-0.0908282120577538
r_2685,0.1345675054903483
r_2686,0.11787609184345224
r_2687,0.03686769639507677
r_2688,-0.07907616328310121
r_2689,-0.07307743986457166
r_2690,-0.049575268935011414
r_2691,-0.14824295121990477
r_2692,-0.15845068037229237
r_2693,-0.08552287914444126
r_2694,-0.0695260922799753
r_2695,-0.03727026676807495
r_2696,-0.14410794335944396
r_2697,-0.18493959415596048
r_2698,-0.0995217914067953
r_2699,-0.1359788641955008
r_2700,0.07351687355450097
r_2701,-0.03733813658222341
r_2702,-0.13469340050591364
r_2703,-0.06239213371428361
r_2704,-0.006354883502705431
r_2705,-0.008041496133036823
r_2706,0.006508783330208015
r_2707,0.03883134431494342
r_2708,0.15008270189830633
r_2709,-0.07623272791736005
r_2710,0.08382773503708937
r_2711,0.03600994192263601
r_2712,-0.042928538832953375
r_2713,0.15559379987577107
r_2714,0.0006180134289760067
r_2715,0.05457776113303305
r_2716,-0.04746322316984922
r_2717,-0.012453694554471687
r_2718,-0.08223157435386312
r_2719,0.01198987128581001
r_2720,-0.2062281639188884
r_2721,0.003691887373259042
r_2722,0.053384064263606236
r_2723,0.04611854040288936
r_2724,-0.05895785998069757
r_2725,-0.2064423639056724
r_2726,0.03985265796116687
r_2727,0.0593819399071647
r_2728,0.015217180265582214
r_2729,-0.27350320278970514
r_2730,0.01718121527111041
r_2731,0.08660426892196532
r_2732,-0.08815762952179679
r_2733,-0.1164666332547413
r_2734,0.036381957128479525
r_2735,0.01104094830053442
r_2736,0.027625940040782754
r_2737,0.04565037181261026
r_2738,0.013684124389338916
r_2739,0.005202662235444378
r_2740,-0.017688163147677023
r_2741,-0.0003370557201000353
r_2742,0.0414085018177581
r_2743,0.12196495529132666
r_2744,0.09620643925298633
r_2745,-0.02502774187038189
r_2746,-0.01483565344219536
r_2747,0.008036423413502414
r_2748,0.012199286200331956
r_2749,0.018348683458830173
r_2750,0.01874363643687244
r_2751,-0.10115208009382423
r_2752,0.05948911122250073
r_2753,-0.09081032303422018
r_2754,-0.09179311573604149
r_2755,-0.043306954817724765
r_2756,-0.06138686632936415
r_2757,0.01833995285337302
r_2758,0.023078282377786873
r_2759,0.012587546158301922
r_2760,0.09927587153732075
r_2761,-0.07820549579058157
r_2762,-0.0474358728814659
r_2763,-0.08024569888377409
r_2764,0.015836593723129615
r_2765,0.014060149240589636
r_2766,0.04272059192720542
r_2767,0.016593019143316734
r_2768,-0.0158773482768666
r_2769,-0.009070173462948607
r_2770,-0.008867800664344434
r_2771,0.014806898267147288
r_2772,0.05450033223940571
r_2773,0.012440436408977497
r_2774,0.015489936767556535
r_2775,0.020706474093580614
r_2776,0.09946160428308475
r_2777,0.08355171198998435
r_2778,0.01372630974625187
r_2779,-0.03769876046980832
r_2780,0.018880840251226914
r_2781,0.06707687006751085
r_2782,0.022059967881650936
r_2783,0.14295643396535315
r_2784,-0.06482582804793935
r_2785,0.014871150703388545
r_2786,-0.039452215819494506
r_2787,-0.05251724751428798
r_2788,0.04205243796068947
r_2789,-0.039702508663079915
r_2790,0.05871535262638105
r_2791,-0.024677157735477878
r_2792,0.0953645408141936
r_2793,0.0012618393917122371
r_2794,0.018212126505825776
r_2795,-0.0682016935564917
r_2796,0.007753001840074835
r_2797,0.06181961086424224
r_2798,0.027486735442955792
r_2799,0.10349906156039909
r_2800,0.11278822101284015
r_2801,-0.1878582411099036
r_2802,-0.13629282957865999
r_2803,0.10518109968198917
r_2804,-0.1612414694174828
r_2805,0.06717445502693642
r_2806,0.17280619999545774
r_2807,-0.027978356037647055
r_2808,-0.0970078461458366
r_2809,0.041643368577678926
r_2810,0.046652941658039716
r_2811,-0.02647982747608608
r_3312,-0.3916082233782728
r_3313,-0.13082216462636848
r_3314,0.013538385631934303
r_3315,0.08278979143277977
