orf,SC,SM,YPD
YDR512C,0.984515845,0.918310474,0.841030082
YDR513W,1.030284598,1.002764939,1.081356881
YDR514C,1.0451502,0.986097744,0.926689268
YDR515W,0.993362831,0.921523759,0.990155218
YDR516C,1.004598321,1.002883279,0.993066031
YDR517W,1.056316537,1.002151874,1.018238799
YDR518W,0.942090768,0.885912652,0.920065288
YDR519W,1.017355706,1.024495686,0.991217449
YDR520C,0.958139038,0.966874207,1.074109759
YDR522C,0.973413625,0.95137728,1.054031051
YDR523C,0.951628662,0.775043292,0.813730656
YDR524C,0.948943474,0.962493443,0.970516463
YDR524C-B,0.969968275,0.923008269,0.997581567
YDR524W-A,0.996354355,0.985389266,1.000856816
YDR525W,0.907252031,0.974595061,0.952676243
YDR525W-A,0.8878766,0.854354842,0.960489697
YDR528W,1.024335454,1.088344399,1.102953804
YDR529C,1.051694035,0.987983104,1.009799295
YDR530C,0.970981552,0.939022421,1.01270018
YDR532C,0.371266218,0.392761314,0.485236785
YDR533C,1.009689474,0.985439708,0.974533427
YDR534C,0.978597777,1.00240367,1.00251152
YDR535C,0.985951167,1.009027865,0.945023068
YDR536W,1.034761203,1.007106146,1.088910989
YDR537C,0.969848636,0.948622457,0.996961458
YDR538W,0.978785676,0.959351919,1.013090857
YDR539W,1.034162172,1.006634721,1.039537306
YDR540C,1.011054074,0.989166658,1.029798306
YDR541C,0.999229883,0.994705172,0.86876472
YEL001C,0.97364193,0.981025782,0.98799744
YEL003W,0.699423757,0.631393099,0.994964566
YEL005C,0.960827704,0.928575616,1.001740403
YEL006W,0.974445447,0.993972706,0.991491595
YEL007W,0.669847952,0,0.855761756
YEL008W,0.930090098,0.980609022,0.971591738
YEL009C,0.989590084,0.98897948,0.994698611
YEL010W,0.97732179,0.998677849,1.010638566
YEL011W,0.979764693,0.982242504,1.028704941
YEL012W,1.066813268,1.041441266,1.028796858
YEL013W,0.640196435,0.520984508,0.961399628
YEL014C,0.98683113,0.946362404,0.980077419
YEL015W,0.9552799,0.922820009,0.966947055
YEL016C,1.052073609,1.066587465,1.031924318
YEL017C-A,0.955100162,0.98466283,0.979446845
YEL017W,1.001302381,1.00017897,0.995520869
YEL020C,0.980824044,0.986475389,1.001012026
YEL022W,1.011475257,1.020749972,1.007009406
YEL023C,0.966112024,0.975750059,0.988640324
YEL024W,1.029329831,0.892696412,0.821049457
YEL025C,1.008567119,1.030083594,0.992070346
YEL028W,0.991531822,0.987850281,0.993352674
YEL030W,1.000425152,1.003887261,0.983346063
YEL031W,0.746123769,0.629883009,0.941947424
YEL033W,0.964180411,0.983997788,0.95327675
YEL037C,0.829083836,0.878223908,0.956164382
YEL038W,0.96837306,0.975092097,0.997816461
YEL039C,0.956916557,0.968805088,0.999613405
YEL040W,0.959930562,0.978679889,1.009809751
YEL041W,1.022243794,1.014092687,1.016310839
YEL042W,0.978023911,1.040486972,1.047886853
YEL043W,0.879348413,0.919216598,0.989417557
YEL044W,0.74021997,0.530895203,0.802611411
YEL047C,0.959202116,0.965481832,0.987260398
YEL048C,0.968039449,0.953926842,0.963731895
YEL049W,0.959228478,1.009247963,0.988392627
YEL050C,0.655103025,0.46133153,0.52384532
YEL051W,0.286070173,0.276942101,0.550990428
YEL052W,1.001967421,1.026820533,1.009589274
YEL053C,0.956178358,0.895659003,0.92588038
YEL054C,0.698821436,0.663819643,0.690091431
YEL056W,0.972501946,0.981518641,0.993518911
YEL057C,0.974474763,0.900129809,0.962708992
YEL059C-A,1.164883827,0.922636689,0.853583858
YEL059W,0.373408303,0.463009252,0.533436557
YEL060C,0.9618701,0.977701346,1.007528269
YEL061C,0.819340922,0.859019426,0.92059444
YEL062W,0.706239551,0.482920856,0.976815112
YEL063C,0.98238685,1.023158196,0.977631607
YEL064C,1.01220449,1.017004922,0.989028921
YEL065W,0.991536691,0.991177569,0.998033978
YEL066W,0.969716382,1.005410478,0.980681252
YER004W,1.004827574,1.005621958,0.990121268
YER005W,1.062490961,1.042124053,1.012816282
YER007W,1.038121718,1.018358846,1.024499283
YER010C,0.98179439,0.992797571,0.994570198
YER014C-A,0.801181378,0.715961011,0.707161575
YER014W,0.846975563,0.499472776,0.570957817
YER015W,1.032909529,0.974455527,1.032490514
YER016W,0.830906665,0.858695369,0.871646116
YER017C,0.529996587,0.521610726,0.578591055
YER019C-A,0.980345013,1.005505104,1.008934274
YER020W,0.975732636,0.992121619,1.03781524
YER024W,0.980301991,0.998682782,1.001340838
YER027C,1.023341574,1.012037797,1.046351482
YER028C,0.986659995,0.949435818,0.964066206
YER030W,0.938549532,0.969225909,0.971905279
YER031C,0.920666945,0.951149373,1.014366038
YER032W,0.974346047,1.001014301,0.991045721
YER033C,0.976548469,0.969921921,0.990414914
YER037W,1.070892694,1.025064726,1.013123356
YER039C-A,1.008698437,1.00879646,0.942196169
YER041W,1.010923791,1.027151162,1.00492285
YER044C,0.956286204,0.933577488,1.037837286
YER044C-A,1.003944553,1.014195473,1.003335525
YER045C,1.008115697,1.030654514,1.011779512
YER046W,0.978532575,0.99620102,0.987682061
YER046W-A,1.016272253,1.013920351,0.997219897
YER047C,0.980811976,0.991089627,0.994263234
YER048C,0.923003454,0.896526946,0.983295123
YER049W,0.971137573,0.987701541,0.973920827
YER050C,0.959677552,0.834514407,0.801176236
YER051W,0.961804527,0.980479732,0.974167087
YER053C,0.993136802,0.975685585,0.976466077
YER054C,0.996036324,0.97030284,1.006214
YER056C,0.950906593,0.983255684,0.996754379
YER056C-A,0.883230343,0.85133876,0.972098218
YER059W,1.038681624,1.101423319,0.976890509
YER060W,0.975755085,0.993893735,1.014789921
YER061C,0.15432328,0.17191142,0.867967222
YER062C,0.962504667,1.00197943,0.967078739
YER063W,1.007279343,1.049108872,0.991008353
YER064C,0.985429202,1.004426291,1.005799667
YER065C,1.097310913,0.976294998,1.00642732
YER066C-A,0.997768858,0.979765014,0.99681281
YER066W,1.00606528,1.011740787,1.043673191
YER067C-A,0.996689329,1.030115707,0.99827963
YER067W,0.984424431,0.995330303,1.002303558
YER068W,0.171640851,0.176195595,0.12668053
YER070W,0.676259281,0.493431972,0.474676951
YER071C,0.958820415,0.96387987,0.956708414
YER072W,0.962473744,1.007224884,0.978254153
YER073W,0.970573371,0.961584622,0.976362762
YER074W,0.612331258,0.648716975,0.744931915
YER075C,0.918577654,0.988052681,0.965280533
YER076C,1.055137935,0.953683923,1.007226659
YER077C,1.035237765,0.9939731,1.000891185
YER078C,1.042809341,1.00645252,0.924717207
YER079W,0.988834763,0.997682344,0.987486948
YER080W,1.011913102,0.995665251,1.006274726
YER081W,0.709465695,0.934076931,0.980323662
YER083C,0.485977561,0.350753619,0.690330846
YER084W,0.935345844,0.954894524,0.97644357
YER085C,0.97586212,0.992444389,1.004611627
YER087C-A,0.91367731,0.950758209,0.983730726
YER087C-B,0.929071949,0.970388422,0.980830294
YER087W,0.982048686,0.948441517,0.904918763
YER089C,0.960339592,0.951643391,0.989983552
YER092W,0.699782102,0.705264828,0.915906906
YER093C-A,1.073796722,1.018945181,1.006575707
YER095W,0.858226242,0.791737433,0.786239803
YER096W,1.004597171,0.979073767,0.981615973
YER097W,0.984220992,0.966761839,0.986198052
YER098W,1.014801364,0.982437373,0.982043812
YER099C,0.936549693,0.92660632,1.011933037
YER101C,1.036915762,1.025039476,1.067463844
YER103W,1.013238529,0.810061092,0.834392101
YER105C,0.991154706,0.951257627,0.990039165
YER106W,1.018523163,1.007469028,0.994691936
YER108C,0.995901303,0.985587123,1.009062757
YER109C,1.003536063,1.02815049,1.023227019
YER110C,0.779229678,0.705164747,0.684731577
YER111C,0.859088613,0.921356491,0.968182793
YER113C,1.003851947,0.993125357,0.976115505
YER114C,0.985028276,1.01082257,1.002430056
YER115C,0.971989382,0.95639463,0.97916387
YER116C,0.776563804,0.852371831,0.863490963
YER117W,1.032140636,1.041436326,1.03227367
YER118C,0.977281424,0.927335284,1.089580261
YER119C,1.019842689,1.008712548,1.104952561
YER119C-A,0.950984929,0.965767734,0.987839183
YER120W,0.969644206,0.998240914,0.989591049
YER121W,0.966277603,0.94357975,0.973198152
YER122C,0.44463114,0.236323251,0.314703749
YER123W,0.892594063,0.913643492,0.925931064
YER124C,0.990519651,1.036743123,1.020363841
YER128W,0.942841543,0.984794628,0.992758195
YER129W,0.961810911,0.960993678,1.006989194
YER130C,0.978882024,0.945343185,1.021312831
YER131W,0.818825551,0.885478981,0.791370919
YER132C,1.019335138,1.017300692,1.005453798
YER134C,0.969395437,0.960371287,1.018036626
YER135C,0.937411458,0.965071437,0.979554766
YER137C,0.989421545,0.951385967,0.994620445
YER140W,0.981027395,0.99286143,0.967946277
YER141W,0.68689637,0.808009794,0.867791226
YER142C,1.01263999,1.022930773,1.026546033
YER143W,0.963307388,0.974624632,0.999249057
YER144C,0.965590704,0.952296177,0.933857641
YER145C,0.996559109,0.944377716,1.027627328
YER149C,0.948538107,0.92952408,1.084321932
YER150W,0.970469758,0.98816777,0.984752649
YER151C,0.751734829,0.383399678,0.766152966
YER152C,0.946772931,0.953296446,0.991361938
YER153C,1.051842272,0.919957689,0.863639954
YER154W,0.932159057,0.734915151,0.716325725
YER155C,1.030722215,0.963330897,1.039297652
YER156C,0.827240977,0.851772355,0.834094808
YER158C,0.894484997,0.9179647,0.979377663
YER161C,0.895833129,0.845102956,0.861097697
YER162C,0.718698919,0.736447305,0.974736205
YER163C,0.958077819,0.965361729,1.002038737
YER164W,0.851693133,0.823106359,0.92600594
YER166W,0.954325845,0.934100946,1.028864068
YER167W,0.915431561,0.95272837,0.871329723
YER169W,0.93669534,0.705831909,0.751124048
YER170W,1.012111549,0.970729058,1.002657933
YER173W,0.979636832,0.973155814,1.02707458
YER174C,1.003748228,0.992301365,1.025496035
YER175W-A,1.00921695,1.001585493,1.016012971
YER179W,0.900760117,0.877077791,1.131051081
YER180C,1.009183284,0.969996776,0.994444913
YER180C-A,0.987994859,0.994052838,1.021471477
YER182W,0.975525219,0.986217919,1.027501139
YER183C,0.988958193,0.971586578,1.02175771
YER184C,1.022912449,1.040922952,1.075267473
YER185W,0.976348659,1.002216006,1.072696359
YER186W-A,1.012665811,1.005041041,1.051508259
YER188W,0.948230104,0.953768935,0.986267657
YFL001W,0.814895921,0.835888418,0.689637293
YFL003C,0.994076941,0.994707431,1.022998719
YFL004W,0.983240358,0.988036084,0.913974436
YFL006W,1.024716896,0.958729625,1.006791255
YFL007W,1.007265032,0.957130062,1.046978439
YFL010C,1.023602438,0.996116716,1.016819143
YFL010W-A,1.028711167,1.021475856,1.023586878
YFL011W,1.033231159,0.989189389,1.034488338
YFL012W,1.005388838,1.04376747,1.0326971
YFL013C,0.698161141,0.669563216,0.972704936
YFL013W-A,0.811895945,0.827031522,0.951119669
YFL014W,0.968826902,0.83072757,0.948375801
YFL015C,1.021883958,1.027418133,1.013822692
YFL016C,0.415285281,0.207297179,0.386040682
YFL018C,0.426623341,0.223564659,0.901196496
YFL019C,0.994337364,1.005141472,1.01365334
YFL020C,0.957826608,0.976263106,0.973905616
YFL023W,0.599132455,0.579779968,0.459466129
YFL025C,0.853791024,0.833719004,0.895046112
YFL026W,1.021734333,1.02312668,1.075408406
YFL027C,1.049582326,1.006673348,1.034750728
YFL028C,0.997657557,1.009579397,0.995085251
YFL030W,1.106979663,1.060846755,1.054613827
YFL031W,0.723200134,0.71998928,1.012997344
YFL032W,0.750391363,0.708764709,1.056269207
YFL033C,1.002883223,0.960101189,1.017829543
YFL034C-A,1.036978294,1.006930976,1.000382017
YFL034W,0.956640911,0.950671263,1.062434178
YFL035C-B,1.002937384,1.015638675,1.025958798
YFL036W,0.927340106,0.758014641,0.781129832
YFL040W,1.026907308,1.019748023,1.008040208
YFL041W,1.005051468,0.969506284,1.083148526
YFL041W-A,0.962559767,0.965470585,1.058537901
YFL042C,1.03584935,1.014840903,1.04028191
YFL043C,1.032417962,1.00941562,1.048798053
YFL044C,1.028840692,1.028043765,1.026085915
YFL046W,1.04800338,1.090038137,1.031206084
YFL047W,1.056650168,1.103379541,1.097853947
YFL048C,0.920913527,0.959872493,0.974967897
YFL049W,0.978159851,0.986159835,1.014910821
YFL050C,1.01619829,0.982706464,1.022843294
YFL051C,0.989686765,0.990920761,0.993429667
YFL052W,1.015065445,1.022827791,1.027273379
YFL053W,1.007396598,0.959997056,1.017849194
YFL054C,1.000944384,1.00235715,0.96145051
YFL055W,1.075237813,0.987387725,1.000230304
YFL056C,1.01451308,0.999888501,1.008287884
YFL063W,0.948947593,0.974975202,0.977005694
YFR001W,0.320769401,0.198215349,0.254230944
YFR006W,0.998614985,0.944463023,1.005183601
YFR007W,0.979440714,0.983344365,1.027463042
YFR008W,0.926697199,0.958475012,0.934604879
YFR009W,0.906162406,0.777666889,0.984545684
YFR010W,0.961861856,0.910501383,0.947678912
YFR011C,1.017996191,0.962620232,0.988131555
YFR012W,0.637697613,0.795061225,0.926441677
YFR012W-A,1.00055916,1.006284145,1.033189935
YFR013W,1.018402774,1.003785207,0.950810173
YFR014C,1.011900214,1.020495994,1.041068797
YFR015C,0.999949138,1.023565803,1.01085177
YFR016C,1.037580587,1.048200262,1.02781929
YFR017C,1.005658706,0.991753331,1.019919925
YFR018C,1.064420885,1.005266038,1.016372487
YFR019W,0.93451737,1.019476801,1.039498595
YFR020W,1.021873321,0.973576744,1.054029126
YFR021W,0.872287154,0.971206621,1.113339356
YFR022W,0.99122134,1.008718506,0.964093232
YFR023W,0.965404838,0.98041136,0.959733215
YFR024C,0.986257015,1.018744054,0.974175851
YFR024C-A,0.982927753,0.981514567,1.005018535
YFR026C,1.005301767,0.952503712,1.055544605
YFR031C-A,0.868390029,0.89218204,0.971135719
YFR032C,1.017089079,0.998449225,1.018513109
YFR032C-B,0.747189257,0.838513672,0.67287514
YFR036W,0.486478265,0.639200331,0.578049544
YFR038W,0.976682802,0.989595062,0.968352313
YFR039C,0.955759147,0.983944723,0.95475633
YFR040W,0.809648249,0.744056607,0.761518976
YFR041C,0.960430785,0.977566305,0.884759758
YFR043C,0.950537833,0.960783312,0.961574197
YFR044C,0.969982225,0.939138956,0.887492414
YFR045W,1.004008185,0.987278807,1.01520318
YFR046C,0.84615146,0.874849455,0.872727954
YFR047C,0.959276076,0.979346431,1.008654711
YFR048W,0.955881905,0.939786983,0.867671758
YFR049W,0.996249353,0.995424558,1.066465163
YFR053C,1.026904143,1.020311948,1.057580135
YFR054C,0.979334566,0.972818775,0.983979818
YFR055W,1.029905733,1.053017846,1.063612821
YFR056C,0.958856155,0.988639335,1.085789813
YFR057W,0.986102164,1.008597514,1.009882114
YGL002W,0.995839179,0.999977832,1.00676857
YGL003C,0.792140556,0.820438162,0.807821079
YGL004C,0.984635188,0.973415057,0.991218881
YGL005C,0.76888062,0.830179933,0.929111766
YGL006W,0.960927598,0.961844079,1.012393201
YGL006W-A,0.989592719,1.016336585,0.998476522
YGL007C-A,0.55090317,0.337069082,0.873049271
YGL007W,0.6488462,0.352610481,0.884857513
YGL010W,0.967088632,0.988661728,0.994071157
YGL013C,0.960128246,0.941486403,0.992790669
YGL014W,0.854438077,0.896507502,0.887647912
YGL015C,0.911003173,0.905947471,0.918203688
YGL016W,0.961631446,0.90419658,0.96752345
YGL017W,0.991234563,0.934095398,0.994278529
YGL019W,0.752447002,0.884981473,0.771733765
YGL020C,0.224762421,0.227868395,0.685638359
YGL021W,1.04903317,1.019356229,0.98129843
YGL023C,0.868382986,0.844046687,0.980905292
YGL024W,0.875237104,0.745202182,0.847780876
YGL025C,0.981667285,1.024262598,1.012116966
YGL027C,0.798227002,0.859535503,0.912534329
YGL028C,1.006344584,1.004034781,0.99013068
YGL029W,0.751195486,0.759173217,0.8039253
YGL031C,0.745386067,0.766179744,0.830967949
YGL032C,0.986104347,0.980389744,1.007585261
YGL033W,0.984745633,0.958307885,1.015641083
YGL034C,0.985591003,0.988032485,1.012414348
YGL035C,1.004648101,1.048353344,1.043214543
YGL036W,0.990170652,0.978848304,0.990229139
YGL037C,1.034029054,0.997503025,0.989178458
YGL039W,0.966321346,0.963841169,0.969483552
YGL041C,0.987098953,0.999534903,1.099696496
YGL041C-B,0.658105345,0.53750163,1.006653183
YGL042C,0.941867606,0.912814701,0.877441849
YGL043W,0.827387682,0.84309092,0.806817012
YGL045W,0.890272669,0.870527538,0.937305008
YGL046W,0.888654855,0.892492256,1.012050859
YGL049C,0.957634749,0.977447722,0.980102106
YGL050W,0.9797564,0.968717924,0.972994599
YGL051W,1.018032155,1.014273675,0.971655683
YGL053W,1.011247755,1.014837785,0.993783362
YGL054C,0.849257837,0.884395874,0.937365228
YGL056C,1.009964869,0.971246342,1.101097349
YGL057C,1.065677983,1.022502314,0.978018531
YGL058W,0.764151261,0.677049079,0.607125616
YGL059W,1.013121308,1.070299793,1.020785402
YGL060W,0.859171216,0.943821753,0.962197925
YGL062W,0.973776275,0.536207691,1.045259581
YGL063W,1.00277483,0.979385408,1.06349666
YGL064C,0.94907967,0.772280483,0.790891139
YGL066W,0.756064051,0.706817674,0.740172426
YGL067W,0.982279941,0.972671064,0.991718703
YGL070C,0.678916621,0.724146018,0.739485961
YGL071W,0.754253017,0.275120067,0.893099691
YGL072C,0.342141983,0.442119654,0.396256054
YGL076C,0.634849106,0.588703264,0.661532137
YGL077C,0.992932976,0.98796229,1.072872258
YGL078C,0.674323107,0.719402674,0.654292513
YGL079W,0.925947223,0.898671762,0.918356612
YGL080W,0.756551608,0.65741267,0.85996916
YGL081W,1.022590349,1.003967296,0.991555073
YGL082W,0.9931247,0.970164766,1.050840281
YGL083W,1.001860602,1.013641705,1.064186152
YGL084C,0.555965831,0.528978672,0.717268271
YGL085W,0.976602573,0.967382868,0.993388268
YGL086W,0.998902501,0.962100853,1.075986457
YGL087C,0.978759647,0.886259389,0
YGL088W,0.644777215,0.635408543,0.629499727
YGL089C,1.027042178,1.017803287,1.061793483
YGL090W,1.028975169,1.024837589,1.132098054
YGL096W,0.996501776,1.017138982,1.021510755
YGL100W,0.943375587,0.810121473,1.026605295
YGL101W,1.021414877,0.948418415,1.075791073
YGL104C,0.953802126,0.98816078,1.015868222
YGL105W,0.508079538,0.677762972,0.584218445
YGL107C,0.931380336,0.758058582,0.770867339
YGL108C,0.87611211,0.853903016,0.893061872
YGL109W,0.998549277,0.981062668,0.982939501
YGL110C,0.959954352,0.967798503,0.959647505
YGL114W,1.030254473,0.986759734,1.008028793
YGL115W,0.814099587,0.765806904,0.835947183
YGL117W,0.992870453,0.997456365,1.007860799
YGL118C,1.033234556,0.949475969,1.004731367
YGL119W,0.966551827,0.829045897,0.812431523
YGL121C,0.98107841,1.000891702,1.008117722
YGL124C,0.848277149,0.792618734,0.931803277
YGL126W,0.799079789,0.875012819,0.993566772
YGL127C,0.526015072,0.564819508,0.655188265
YGL131C,0.998302284,1.016325747,1.005096097
YGL132W,1.007571416,1.043397208,1.09919156
YGL133W,1.114000731,1.091051105,1.06202817
YGL134W,0.685284658,0.790735131,0.946072881
YGL135W,0.91727487,1.009574304,0.887874973
YGL136C,1.006145945,0.874555843,1.044587271
YGL138C,0.958133558,1.028373446,1.026424618
YGL139W,0.979089831,0.987423883,1.004132531
YGL140C,1.002272883,1.012057554,1.031097382
YGL141W,0.984176115,0.959728641,0.995950373
YGL143C,0.818703524,0.799199451,0.814915056
YGL144C,0.972920781,0.936695893,0.97737995
YGL146C,0.919078901,0.936701475,0.973271691
YGL147C,0.694458275,0.746963748,0.682900629
YGL149W,0.841446514,0.863370666,0.958588921
YGL151W,0.724610666,0.733052646,0.887708501
YGL152C,1.006222135,1.011956892,0.954067504
YGL153W,0.995995129,0.946789948,0.946527477
YGL156W,0.972042984,0.936919959,0.989027858
YGL157W,0.985720941,0.984790584,1.008730877
YGL158W,0.976882052,0.980836199,1.009631234
YGL159W,0.97590205,0.941047475,0.974964257
YGL160W,0.971258319,0.979960275,0.95856821
YGL161C,1.005254263,1.012832754,1.028457954
YGL162W,0.978277159,0.952712746,0.993026449
YGL163C,0.831199262,0.819936335,0.819720342
YGL164C,1.022807938,1.009984178,1.038255858
YGL165C,1.034661974,1.012114933,1.037424465
YGL166W,1.015818474,1.017594176,1.005822776
YGL167C,0.619219623,0.466474608,0.781333836
YGL168W,0.597350544,0.406275434,0.701515706
YGL170C,0.982554333,0.979560924,1.00460272
YGL173C,0.670828771,0.644104628,0.579660372
YGL174W,0.929567852,0.929076538,0.935820675
YGL175C,0.964149272,0.947387172,0.936991202
YGL176C,0.993717971,0.992894318,1.019742814
YGL177W,0.948556807,0.999291408,1.021366539
YGL178W,1.008081346,1.021644093,1.068627223
YGL179C,1.019876323,1.003566244,1.060999662
YGL180W,0.961277246,0.954664639,1.014505471
YGL181W,1.024045393,0.991074116,1.005172397
YGL184C,1.014892007,1.090948923,1.03243524
YGL185C,0.993178134,1.018986766,1.004649577
YGL188C-A,0.446204754,0.314290722,0.42905083
YGL190C,1.007356036,1.083669036,1.039364406
YGL191W,0.992563734,1.002518235,0.940494317
YGL192W,0.91578264,0.911731515,1.067490041
YGL194C,0.872695757,0.899525852,0.957162481
YGL195W,0.910017087,0.726650872,0.970036013
YGL196W,0.991460857,1.003788824,1.020723077
YGL197W,0.982007129,0.973008237,1.041306634
YGL198W,0.96735047,0.985468893,0.959190279
YGL199C,0.984227718,0.969354527,1.013229739
YGL200C,0.544188764,0.317932377,0.633346828
YGL202W,0.972756096,0.825416872,1.018603473
YGL203C,0.740352519,0.725915085,0.963024932
YGL205W,0.995125652,0.946162678,0.996671415
YGL208W,0.913928902,0.869870718,0.983721678
YGL209W,0.980204552,0.926458564,1.004105065
YGL210W,0.961408625,0.913917544,0.981163203
YGL211W,0.686394289,0.583272483,0.684526601
YGL214W,0.861763351,0.853347075,0.875326759
YGL215W,0.956356044,0.945132512,0.934263959
YGL216W,0.958901249,0.947781192,0.987661493
YGL217C,0.941035494,0.988890746,0.981443544
YGL218W,0.622712035,0.538086957,0.580726351
YGL219C,0.749748552,0.652807442,0.848453256
YGL220W,0.961905108,0.667468302,0.741932161
YGL221C,1.032841657,1.057574188,1.014900293
YGL222C,0.998956589,1.016197419,0.982201579
YGL223C,0.99678135,0.971603736,1.010997482
YGL224C,1.000040053,1.046721723,1.029188082
YGL226C-A,0.918233033,0.966900471,1.00090972
YGL227W,1.055580371,1.046431336,0.956521246
YGL228W,0.9326229,0.957428429,0.966134567
YGL229C,0.873206663,0.938543442,1.085829687
YGL230C,1.013883911,1.026600928,1.046301506
YGL231C,0.958089045,0.896205521,0.992566348
YGL232W,1.019807927,1.017943193,1.036941388
YGL235W,1.018050098,0.998619604,0.900449777
YGL236C,1.017153702,0.990885151,1.029339282
YGL237C,0.976204357,0.760508857,0.92362353
YGL240W,0.550075891,0.219030983,0.274888409
YGL241W,1.003509616,0.990055979,1.044834484
YGL242C,0.952771276,0.942493692,1.059522954
YGL243W,0.979546324,0.953655607,1.046478992
YGL244W,0.766001421,0.79261499,0.773393823
YGL246C,0.429889801,0.316683014,0.305702319
YGL248W,1.02107581,1.005899649,0.896793633
YGL249W,0.946160101,0.916594343,0.954482127
YGL250W,0.987967086,0.985387472,1.005767421
YGL251C,1.03282402,1.007628807,1.130517376
YGL253W,1.08070824,1.092063038,0.857712942
YGL254W,1.067867504,1.0405225,1.111013681
YGL255W,1.129288843,1.128100582,1.130336562
YGL256W,0.987927317,0.999641583,1.004895592
YGL257C,1.038606779,1.018779699,1.028055632
YGL258W,0.964621787,1.001865219,0.998143502
YGL259W,0.995012343,0.988059051,1.001571099
YGL260W,0.991804814,0.997263001,1.086028905
YGL261C,1.012459095,1.039062238,1.024622168
YGL262W,1.00635538,1.018352941,0.997853768
YGL263W,0.984465446,0.979881123,0.996688783
YGR001C,1.034483777,1.064572636,0.96785649
YGR003W,0.986362674,0.980299839,0.86443426
YGR004W,0.925981808,0.899690504,0.960700867
YGR007W,1.016441257,1.010981322,1.063702108
YGR008C,0.986236876,0.97723313,0.967200188
YGR010W,1.014454352,0.993675646,0.999391995
YGR011W,1.010986164,1.023864394,1.032955149
YGR012W,0.92293988,0.927618581,0.928891626
YGR014W,0.990917652,0.995119479,1.015121421
YGR015C,0.994252853,0.974066114,0.856831765
YGR016W,0.943106849,1.008086864,1.073558305
YGR017W,0.999199816,0.966129743,1.041504702
YGR018C,1.020098829,0.963086854,0.97019485
YGR019W,1.04668016,1.024913717,1.064290026
YGR020C,0.208045577,0.203075363,0.562005343
YGR021W,1.026238288,1.013094307,0.968327403
YGR022C,1.036027355,1.00536659,1.058459931
YGR023W,1.060836143,1.053590561,1.045927459
YGR025W,0.995692963,0.983457436,1.045533753
YGR026W,1.030221149,1.041264817,1.099989349
YGR027C,0.89362658,0.859747754,0.939938677
YGR028W,0.994019816,0.996073737,1.0026007
YGR031W,1.005954899,0.976583043,0.999304308
YGR032W,1.005743148,0.990498427,1.008043252
YGR033C,0.98864781,0.998537322,1.032256142
YGR034W,0.762428785,0.864934229,0.95813739
YGR035C,1.000360036,1.010119623,0.991735844
YGR035W-A,0.9980372,0.992308541,0.993673118
YGR036C,0.140115813,0,0.23076952
YGR037C,0.683761201,0.546701366,0.660812059
YGR038W,0.99500582,0.995811093,0.960515845
YGR039W,1.029819526,0.987029345,1.026085918
YGR040W,1.015380246,0.991627671,1.030151843
YGR041W,1.010157539,0.998324802,1.032282992
YGR042W,1.000323738,1.004556244,1.018715055
YGR043C,0.837790357,0.827445889,1.025559892
YGR044C,1.02924009,1.04444474,1.026431216
YGR045C,0.829733172,0.790775721,1.050284772
YGR049W,1.024797631,0.980728219,1.002129314
YGR050C,0.875970598,0.79212674,1.031905861
YGR051C,0.986099269,1.008588114,1.039338713
YGR052W,0.977358087,0.948261737,1.042193044
YGR053C,0.99745276,0.981512119,0.992932206
YGR054W,0.944499945,0.954492801,0.987024863
YGR055W,0.943241108,0.933974998,1.059776839
YGR056W,0.792130907,0.584280306,0.987038138
YGR057C,1.042062078,0.990303499,1.089957543
YGR058W,1.016727081,0.97383375,1.067157187
YGR059W,1.017716526,0.994617697,0.983420205
YGR062C,0.993051894,0.824024315,0.789454184
YGR063C,0.688354893,0.669860048,0.756723815
YGR064W,0.676820347,0.341841142,0.623984601
YGR066C,1.05443871,1.027099965,1.036165002
YGR067C,1.018278566,0.983675697,1.023396645
YGR068C,1.006249277,0.985240893,1.015875829
YGR069W,1.048447911,1.031300813,1.07885971
YGR070W,0.987365431,1.000127652,1.000534343
YGR071C,1.021211761,0.985139835,1.054283278
YGR072W,0.95456093,0.974650634,0.973146647
YGR077C,0.863694644,0.800704159,1.031960863
YGR078C,0.972401046,0.858015199,1.058232956
YGR079W,0.810745801,0.716198263,1.108844052
YGR080W,0.952726466,0.9301997,1.023844468
YGR081C,0.660629616,0.711873867,0.718003698
YGR084C,1.03947928,0.964519702,0.964842441
YGR085C,0.575072359,0.648711085,0.699553482
YGR086C,0.978769517,0.97495664,1.051043036
YGR087C,0.944734872,0.966780815,1.194411788
YGR088W,0.995526247,0.987227645,1.009203374
YGR089W,0.967875286,0.897039087,1.001674703
YGR092W,0.903555616,0.816766531,0.869393489
YGR093W,0.943775083,0.964699503,0.995555845
YGR096W,1.007474004,0.983370347,0.988098387
YGR097W,0.99321352,0.940190009,0.989088892
YGR100W,0.989404362,0.98356268,1.051076927
YGR101W,0.837530275,0.575128792,0.711029526
YGR102C,0.962884104,0.624043185,0.846189673
YGR104C,0.183658317,0,0.197971929
YGR105W,0.480339872,0.287958125,0.54868318
YGR106C,0.994946588,0.991600962,1.000046262
YGR107W,0.991135832,0.979040485,1.057187023
YGR108W,1.024298383,0.982078185,0.758277821
YGR109C,1.034402646,1.01230947,0.899502722
YGR110W,0.984918188,0.974609986,1.009618138
YGR111W,0.727309672,0.800568596,0.823529551
YGR112W,1.037247491,0.952861124,0.917054344
