orf,SC,SM,YPD
YJL151C,0.959084109,0.954298313,1.006239976
YJL152W,0.955962136,0.952351647,0.891154215
YJL153C,0.607907192,0.444058609,1.103277117
YJL154C,0.799650669,0.718278618,0.919498354
YJL155C,0.94963471,0.994640219,0.978071468
YJL157C,0.985546908,0.988607732,1.139794404
YJL158C,0.999243477,0.990201089,1.037107579
YJL159W,1.061457111,1.029464463,1.027330941
YJL160C,0.999284533,0.985191931,1.057327765
YJL161W,0.984515096,0.974026958,0.979986601
YJL162C,0.973089633,0.954078668,1.012931298
YJL163C,1.015143136,1.005509975,0.940368512
YJL165C,1.066865006,1.027415234,1.02418148
YJL166W,0.995537648,0.855549065,0.841223065
YJL168C,0.796727126,0.8227018,0.780710351
YJL169W,0.771113319,0.75420993,0.848354925
YJL170C,1.048306631,1.024508581,1.129546474
YJL171C,0.983147976,0.99236323,1.001209475
YJL172W,1.058038096,1.009068331,1.008821932
YJL175W,0.747842618,0.754962512,0.980624458
YJL177W,0.816298937,0.804260169,0.720578158
YJL178C,0.947278936,0.953589373,0.975649895
YJL179W,0.927081419,0.890505754,0.963936906
YJL180C,0.783815316,0.624355516,0.497881114
YJL181W,1.015152731,1.003790455,1.001371175
YJL182C,1.036425988,1.020609767,1.032029936
YJL183W,0.592525459,0.718463048,0.843173326
YJL185C,1.103230503,1.037193608,0.996496693
YJL186W,1.066129114,0.997550372,1.061002191
YJL188C,0.330813905,0.270288405,0.182026044
YJL189W,0.670408824,0.654586028,0.667157421
YJL190C,1.000230032,0.984107296,1.053189003
YJL192C,0.982880753,0.938367226,1.020138016
YJL193W,0.983644322,1.036039414,0.961478256
YJL196C,0.988686983,0.991976616,1.070151706
YJL198W,1.042756556,0.989026826,1.022635253
YJL199C,1.021233201,1.050280816,1.06063888
YJL200C,0.914044418,0.527826817,1.055415658
YJL201W,0.990295857,1.008978448,1.003513339
YJL204C,0.738942685,0.760373272,0.923546589
YJL206C,0.96887286,0.963311067,0.995008359
YJL206C-A,1.028398739,0.976233527,0.957988759
YJL207C,0.926525627,0.905817103,0.928145945
YJL209W,1.001474463,0.819920398,0.640219681
YJL210W,1.023358087,0.906737776,0.951273866
YJL211C,1.0326183,0.933649065,0.853973988
YJL212C,1.022803911,0.948862014,1.020627795
YJL213W,0.993080192,0.995904545,1.106868453
YJL214W,0.988658601,0.944686402,0.998849129
YJL215C,0.980337212,0.932199501,1.012291258
YJL216C,0.98395814,0.949210268,0.980155502
YJL217W,0.973900873,0.968796615,0.967352031
YJL218W,0.930803163,0.951799898,1.064074313
YJR001W,1.005081698,1.038479356,0.985074208
YJR003C,1.027456112,0.964985956,1.017181024
YJR004C,1.010861488,0.862682917,0.860494038
YJR005W,0.958515698,0.964121497,0.996454571
YJR008W,1.001264036,1.006769302,1.022176638
YJR009C,0.99336094,1.019769719,1.006450333
YJR010C-A,0.954835058,0.969625021,1.022146583
YJR011C,0.860260694,0.855248546,0.90670244
YJR014W,0.882620238,0.886122407,0.948971774
YJR015W,0.989654117,0.940401048,0.998926125
YJR019C,1.014909092,0.964246722,1.025358767
YJR020W,1.037896033,1.013450535,1.015515755
YJR021C,1.023652917,0.989761678,1.016645575
YJR024C,0.986859658,0.99423149,1.018744836
YJR025C,0.924379238,0.942139164,0.915272992
YJR026W,0.998929903,1.035254937,0.977630401
YJR030C,0.98330805,0.9300427,1.023952004
YJR031C,0.855149364,0.820150662,1.08989377
YJR032W,0.431607725,0.525613568,0.446842136
YJR033C,0.731123311,0.762285351,0.933772581
YJR034W,0.957242189,0.938500074,1.014768344
YJR035W,0.968047995,0.959090124,1.009763518
YJR036C,0.937825221,0.919916064,0.950303734
YJR037W,1.011082105,1.008796013,1.037694035
YJR038C,0.964670869,0.983844203,0.990430896
YJR039W,0.852570067,0.826337628,1.016169782
YJR040W,0.972134523,0.92332885,0.963940832
YJR043C,0.910258189,0.892189411,0.872697328
YJR047C,1.03581486,0.962730524,1.010145556
YJR048W,1.058472987,0.935920456,0.929492911
YJR049C,0.969316249,0.923865481,0.977192719
YJR050W,0.96209963,0.965755244,0.909017103
YJR051W,0.969702323,0.977577726,0.99725641
YJR052W,0.912078865,0.964729991,0.941355588
YJR053W,1.099592098,1.1042471,1.083814875
YJR054W,1.002141033,0.995136523,0.951557381
YJR055W,0.466938538,0.505735795,0.42497912
YJR056C,1.016053404,1.029858311,0.967390604
YJR058C,0.799516105,0.837834561,1.02940608
YJR059W,1.170929127,1.106664737,1.119316975
YJR060W,0.808912966,0.494489478,0.782617308
YJR061W,0.958839971,0.983057283,1.013482075
YJR062C,0.875852788,0.925888216,0.899127786
YJR063W,0.834393588,0.834407882,0.779318428
YJR066W,1.006562556,0.937139011,1.02225849
YJR069C,0.971064935,0.9509308,0.978022534
YJR070C,0.705693481,0.77489043,0.810150594
YJR073C,0,0.320453464,1.096435322
YJR074W,0.59234153,0.774523564,0.724581495
YJR075W,0.954526361,0.950166959,1.016229456
YJR077C,0.988213623,0.897174122,0.890113124
YJR078W,0.947753649,0.975737472,1.012212039
YJR079W,1.021486478,0.984429726,1.038292305
YJR080C,0.897760125,0.93590327,0.946931102
YJR082C,0.886896413,0.923773356,0.980750028
YJR083C,0.983825535,0.966900971,0.99707465
YJR084W,1.027727285,0.957496743,1.031463891
YJR085C,1.000406415,0.980918602,1.036224899
YJR087W,1.083751726,1.024052545,1.03238508
YJR088C,0.995541238,0.941968134,1.02321887
YJR091C,0.975377376,0.93892533,1.007195504
YJR092W,1.036774036,1.009521955,1.036874488
YJR094C,1.014072383,0.962838062,1.056837162
YJR094W-A,0.870089157,0.803036698,0.89550343
YJR095W,1.094312325,0.932600883,1.002413212
YJR096W,1.017063669,0.984585586,1.026409939
YJR097W,0.893739647,0.965346114,0.94148886
YJR098C,1.005222511,0.980205551,1.01731469
YJR099W,0.96195427,0.875210548,1.083805525
YJR100C,0.92235166,0.943607072,0.945346488
YJR102C,0.966371767,0.720157904,0.784442273
YJR103W,1.00732264,1.00926022,1.029111532
YJR104C,0.860153817,0.880257231,0.925760841
YJR106W,0.9919369,0.982068725,0.992122253
YJR107W,0.991620153,1.002847347,1.02482081
YJR108W,0.993270621,1.002860267,1.057008019
YJR109C,0.975311523,1.034332588,1.040932398
YJR113C,0.734785251,0.560492249,0.668694633
YJR116W,0.978726003,0.918811739,0.954111531
YJR117W,0.926865112,0.924748073,0.937362105
YJR119C,0.924118084,0.969854621,1.010448026
YJR120W,0.954395279,0.906961984,0.872751592
YJR121W,0.890056536,0.915966114,0.900366211
YJR124C,0.971643884,1.002894376,0.96832274
YJR125C,0.934296453,0.949907135,0.995596219
YJR126C,0.952681926,0.977327597,0.98762352
YJR129C,1.003143587,0.976669247,0.993544166
YJR131W,1.015111861,1.032023922,1.075788337
YJR133W,1.001210287,1.030805014,0.988345141
YJR134C,0.957992826,0.983761241,1.013038625
YJR135W-A,1.005153021,0.989342467,0.968232223
YJR140C,0.898671132,0.882146446,0.861449324
YJR142W,1.056024738,0.980175069,1.004187781
YJR144W,0.88678511,0.535519141,0.694283158
YJR145C,0.880106849,0.910859376,0.901297125
YJR148W,0.944421074,0.947982308,0.982325747
YJR150C,0.997012163,0.971346523,1.007264391
YJR151W-A,1.031853053,1.076045732,1.051332134
YJR153W,1.028170517,1.022868096,1.01823068
YKL002W,0.860221149,0.744032517,0.76004411
YKL003C,0.939005418,0.698895583,0.791958044
YKL005C,1.026686745,1.011088274,1.019113522
YKL006W,0.829279215,0.836653564,0.795359381
YKL007W,0.965665582,0.944298049,0.993850956
YKL010C,1.054766835,0.960956641,1.053073159
YKL015W,1.032571047,1.011433947,1.012165546
YKL016C,0.79070639,0.694844986,0.719765039
YKL017C,1.021268842,1.041335695,1.065083655
YKL018C-A,1.010148547,0.985838912,1.002891808
YKL020C,1.024874357,1.037258739,0.984148182
YKL023W,0.948830271,0.896965195,1.057638391
YKL025C,1.032466139,1.012811784,1.078391713
YKL026C,1.015215718,1.002947603,0.981800365
YKL027W,0.892589747,0.906748272,0.981253238
YKL030W,1.029180706,1.017723248,1.022457621
YKL031W,1.030151554,1.015330183,1.077937009
YKL032C,1.026361404,0.94216897,0.988743177
YKL033W-A,0.986101015,0.936893714,0.97089036
YKL034W,0.979225421,0.999113202,1.005736551
YKL037W,0.877360115,0.922347666,0.922753153
YKL038W,0,0,0.209956427
YKL039W,1.025394856,1.014381878,1.027791517
YKL040C,0.739906633,0.645064304,0.930269502
YKL043W,0.917147233,0.958673395,0.961011718
YKL044W,0.928034857,0.910424371,1.046445702
YKL046C,0.870334821,0.811128386,0.958191539
YKL051W,0.994755933,1.055410853,0.997741909
YKL053C-A,1.00594001,0.940938018,0.93196842
YKL054C,0.318562876,0.256430506,0.352292628
YKL057C,0.748619675,0.783468245,0.76411766
YKL063C,0.862468564,0.873681321,0.969852938
YKL064W,0.972575516,0.968544367,0.99863754
YKL065C,0.817379972,0.858404455,1.025113867
YKL066W,0.986297017,1.004971107,1.006740027
YKL067W,0.985932423,0.977028759,1.045162534
YKL068W,1.040270214,0.974255806,1.011825923
YKL068W-A,1.003498649,0.93870866,1.011603863
YKL069W,1.019815265,1.000466284,0.983627199
YKL070W,0.982067688,0.992744588,1.017940308
YKL071W,0.967043125,0.977509768,0.9723578
YKL072W,0.982227472,1.030736157,1.067754734
YKL073W,0.651830594,0.723732443,0.88379417
YKL074C,0.799381266,0.824217593,1.143657377
YKL075C,0.875177544,0.905950717,0.984418797
YKL076C,0.865774819,0.890422615,0.813492932
YKL077W,0.644327095,0.689357383,0.984930255
YKL079W,1.038148011,1.035134501,1.001481274
YKL080W,0.265149474,0.165299998,0.530436785
YKL084W,0.994532269,1.032990923,1.082793389
YKL085W,1.000887132,0.974839427,0.907807084
YKL086W,0.993865022,0.978514519,1.058727606
YKL087C,0.948864476,0.857292096,0.781811455
YKL090W,0.977779624,0.932103512,0.952528147
YKL091C,1.004338268,0.963569479,1.02543493
YKL092C,0.966429218,1.000519869,0.997223731
YKL093W,0.98208609,0.987360791,1.074785048
YKL094W,1.038625849,1.045316684,0.996512028
YKL096C-B,0.260164489,0.391285028,0.529237749
YKL096W,1.026959472,0.995084883,1.044157193
YKL096W-A,1.008938665,0.997243889,1.128698651
YKL097C,1.024194913,0.991438684,1.050106616
YKL098W,1.067828819,1.040522022,0.952865157
YKL100C,1.004412445,0.991762585,1.011829335
YKL101W,0.804760027,0.95473898,0.974235445
YKL102C,0.970496215,0.96415187,1.041576641
YKL103C,1.001736722,1.00268179,0.989706795
YKL105C,0.950418596,0.947773016,0.934676156
YKL106C-A,0.990517282,1.01060025,1.002144898
YKL106W,0.984123155,0.933398943,0.921007971
YKL107W,0.969202359,0.99325421,1.019944817
YKL109W,1.047507575,0.984670717,0.881354161
YKL110C,0.795822466,0.678469417,0.708632086
YKL113C,0.811229024,0.807207131,0.848539447
YKL114C,0.909525119,0.904684066,1.025742316
YKL115C,1.012048706,1.016513178,1.029020475
YKL116C,0.959002842,0.968263901,1.0232863
YKL117W,1.029343019,0.995275453,1.048903244
YKL118W,0.406941737,0.366239668,0.705312053
YKL119C,0.334712038,0.30185629,0.535401126
YKL120W,0.917045021,0.740009363,1.050568743
YKL121W,0.879687,0.83670536,0.987226275
YKL123W,0.953328129,0.947251654,1.047727581
YKL124W,1.035084064,1.016863932,1.014025472
YKL126W,0.967153017,0.984660858,1.029593909
YKL127W,0.992093844,0.992581784,0.990401673
YKL128C,0.984863685,0.959366612,1.050415426
YKL129C,0.972118649,0.932270089,0.948816699
YKL130C,1.054838454,1.031312025,0.990781498
YKL131W,0.968938974,0.988665664,0.924188204
YKL132C,0.990060189,0.982823117,1.070718961
YKL133C,0.987579331,0.974832116,0.926696533
YKL134C,0.83514938,0.752138966,0.623745708
YKL136W,0.960587791,0.959094948,0.962878936
YKL137W,1.061862471,0.998341919,1.031011807
YKL138C,1.004765512,0.998129731,0.990999034
YKL139W,0.217673388,0.254275565,0.517584029
YKL140W,0.957784574,0.981348114,1.009912468
YKL142W,1.019278031,0.996829891,0.984601235
YKL143W,0.413067982,0.327515114,0.439194895
YKL146W,1.001963963,1.020531219,0.955173649
YKL147C,1.006170809,1.015240939,1.058425121
YKL148C,1.021240265,0.969897809,0.931354123
YKL149C,0.841304741,0.922939548,0.837783908
YKL150W,1.148314089,1.022549444,1.109173951
YKL151C,0.918332088,0.888794524,1.010536228
YKL155C,0.866267334,0.581376857,0.717478924
YKL156W,0.822479157,0.825137924,1.030987218
YKL157W,0.982828478,0.990416396,0.978005588
YKL158W,1.014055161,1.014937257,1.002031107
YKL159C,0.999884606,1.031409768,1.029274971
YKL160W,0.945781864,0.853945144,1.000892727
YKL161C,0.996155928,1.003161819,1.039308924
YKL162C,0.989469266,0.972509475,1.000846998
YKL162C-A,0.979509887,0.993487436,1.005463294
YKL163W,1.050269281,1.117763364,1.002441296
YKL164C,1.058820718,0.999832039,1.00245376
YKL166C,0.98206658,0.96236743,1.058673487
YKL167C,0.981002733,0.917921788,0.87784686
YKL168C,0.923061549,0.961358456,1.005951099
YKL169C,0.939811023,0.679148421,0.796717045
YKL170W,0.934705154,0.734059679,0.64268619
YKL171W,0.942951755,0.980866598,1.0026812
YKL174C,0.978660935,0.979907806,1.054544635
YKL175W,0.750833018,0.79297542,0.939423713
YKL176C,0.997420477,0.910323509,1.020721342
YKL177W,0.999559917,1.049892716,1.031380124
YKL178C,0.913025086,0.953980948,0.96917192
YKL179C,0.990909567,1.006847794,1.050968964
YKL183W,0.981221867,0.967833446,0.994406498
YKL185W,1.002912961,0.985040193,1.042283608
YKL187C,0.98635583,0.978641931,0.995337925
YKL188C,0.981410581,0.977268588,1.027567204
YKL190W,0.965670624,0.874081233,1.019858815
YKL191W,0.923054654,0.918786062,0.926598963
YKL194C,0.961869027,0.868568763,0.831933447
YKL197C,1.048931121,0.958446603,0.929305289
YKL198C,0.994641499,1.042614109,1.059685846
YKL199C,0.939209039,0.957557739,0.97376411
YKL200C,1.005990596,0.978176312,0.999231986
YKL201C,1.00840131,0.969515089,1.018682374
YKL202W,1.004566694,0.998626822,1.028289967
YKL204W,0.646217925,0.608534765,0.641760809
YKL205W,0.946252112,0.944121383,1.02816601
YKL206C,0.931555072,0.965847944,0.992049372
YKL207W,1.000833785,0.959767078,0.896488746
YKL208W,1.044304185,0.824496563,0.773787471
YKL213C,0.76671753,0.720455038,0.909121107
YKL214C,1.017923083,0.982753771,1.002014211
YKL215C,0.989475306,0.980047923,1.001650995
YKL217W,0.965327169,0.928689408,1.022603411
YKL218C,0.940218954,0.942797054,1.008985242
YKL220C,1.03710784,0.977638961,1.014227466
YKL221W,0.942793195,0.929987499,0.989901325
YKL222C,0.98973586,0.976408756,1.001527509
YKR001C,1.040087562,0.998002637,1.005111556
YKR003W,1.032872955,0.994795981,1.045106302
YKR004C-A,0.977303863,0.958907205,0.997903123
YKR005C,0.971164976,0.974145075,0.920250831
YKR006C,0.94237839,0.737351523,0.776922653
YKR007W,0.850974091,0.79435528,0.776402333
YKR009C,1.003003272,0.979173863,1.02509416
YKR010C,0.961223557,0.943848293,1.012927917
YKR011C,1.040742172,1.011149767,1.101650527
YKR012C,1.004910664,0.996447217,0.998582411
YKR013W,1.028960799,0.996455694,0.931280586
YKR014C,1.010017591,0.951243159,0.975307695
YKR015C,0.951385486,0.963675981,0.957146008
YKR016W,0.998193203,0.939247966,0.911730597
YKR017C,0.997374199,0.976045864,1.068991467
YKR018C,0.982520034,0.984013202,1.062260732
YKR019C,0.770402702,0.781683073,0.880948621
YKR020W,0.799656456,0.720194882,0.802234951
YKR021W,0.992271738,0.956303653,0.975735854
YKR023W,0.941249069,0.899304474,0.99390877
YKR024C,0.322349109,0.206505502,0.209320903
YKR027W,0.526057896,0.665040939,0.72837717
YKR028W,0.965213131,0.853566304,1.051665023
YKR029C,0.885766217,0.923732383,0.969789403
YKR030W,0.9442277,0.92079294,0.967307746
YKR031C,0.999922075,0.984527425,0.978418226
YKR032W,0.960114145,0.973846764,0.948410345
YKR033C,0.99073951,0.984698332,1.004800367
YKR034W,1.05945015,1.01613526,0.978631266
YKR035C,0.854801258,0.790847095,0.903273802
YKR035W-A,0.844072878,0.808655499,0.953895706
YKR036C,0.790902033,0.804106396,1.024303403
YKR039W,1.019766399,1.025206973,0.986105024
YKR040C,0.954711794,0.974317522,1.038234919
YKR041W,0.998971798,1.021464063,0.986658061
YKR042W,0.874098766,0.824303103,0.938474908
YKR043C,1.006071186,0.988344373,0.968392793
YKR044W,0.988359692,1.002542605,1.020653793
YKR045C,0.968872066,0.993170773,0.961299762
YKR046C,0.985440811,0.990067988,1.016363926
YKR047W,1.073858183,1.090964109,1.034746474
YKR048C,0.970413934,1.015653984,1.02275957
YKR049C,0.98304916,0.978709023,1.042096033
YKR050W,1.073971582,1.031894912,1.047849836
YKR051W,0.959424346,0.963554265,1.028391257
YKR052C,1.004425359,1.003749301,1.001848183
YKR053C,1.016686306,1.00874691,1.011321373
YKR054C,0.787435093,0.737760475,0.887120897
YKR055W,0.64778174,0.575742449,0.886537519
YKR056W,1.026170687,1.018191957,1.039300265
YKR057W,0.673405648,0.750358188,0.741959523
YKR058W,1.013137336,1.030258192,1.022785021
YKR059W,0.916635797,0.819577786,0.864373676
YKR060W,0.929714595,0.927092632,0.914244765
YKR061W,0.985260077,1.019399011,1.020987251
YKR064W,0.98369681,0.969641605,0.888210961
YKR065C,0.925746675,0.908156793,0.983366087
YKR066C,1.010177907,1.013329877,0.973960826
YKR067W,1.002741031,0.948330325,1.002574363
YKR070W,0.962004676,1.001781031,1.028143108
YKR072C,1.148212969,0.965632126,0.868833876
YKR073C,1.079105174,0.992462957,0.924341874
YKR074W,0.718536943,0.687032351,0.676141702
YKR075C,1.042323054,1.001269995,1.023012413
YKR076W,1.035117997,1.003349733,1.038565043
YKR077W,0.978788648,0.955066592,1.030962329
YKR078W,0.977109827,0.965611527,0.973251192
YKR080W,1.018421583,0.976038937,0.964312202
YKR082W,0.622118046,0.666684239,0.51410975
YKR084C,0.923741062,0.879872138,0.873347995
YKR085C,0.941125292,0.781776373,0.828825461
YKR087C,0.988006667,1.03092721,1.019639965
YKR091W,0.990367623,1.007024908,1.034423691
YKR094C,0.872696699,0.849373811,0.981378515
YKR095W,1.002604924,0.987236792,1.096297412
YKR096W,1.095619093,1.082736712,1.056261649
YKR098C,1.011288705,0.983762449,0.99065955
YKR099C-A,0.869096461,0.903942135,0.837857469
YKR102W,1.046190374,0.998876518,1.168647731
YKR106W,0.983623975,0.992652611,1.001837333
YLL001W,0.952366619,0.939721958,0.976002806
YLL005C,0.953888639,1.001807789,1.002424947
YLL006W,0.864128764,0.740191887,0.896460507
YLL006W-A,0.893403344,0.907845867,0.871193564
YLL007C,1.002601824,0.961666271,1.117564596
YLL009C,0.988508858,1.015996786,0.879506022
YLL010C,0.963196875,0.968982304,1.018617488
YLL012W,0.972292772,0.988224633,0.979715171
YLL013C,1.03476852,1.033919704,1.008084028
YLL014W,0.980068567,1.00410946,0.98939684
YLL015W,1.06537615,1.054720577,1.049410842
YLL016W,1.032250719,1.057937583,1.032840102
YLL017W,0.998529827,1.010884181,1.046836874
YLL019C,0.842551318,0.814646212,0.959870763
YLL020C,0.806001802,0.75246344,0.997071799
YLL021W,1.021569394,1.042484644,1.049961721
YLL023C,0.987365194,0.994054488,0.985430773
YLL024C,1.056922273,1.006696813,1.033824039
YLL025W,0.974697494,0.969008872,1.017348609
YLL026W,1.01379307,1.0149349,0.986773306
YLL028W,1.039503179,0.996926466,0.97164954
YLL029W,1.098697691,1.014814814,0.992369126
YLL030C,1.012992042,1.01376723,0.960256105
YLL032C,0.992071362,1.005215373,1.001412648
YLL033W,0.958011103,0.72384505,0.786493763
YLL038C,0.922071538,1.020805411,1.036007926
YLL039C,0.621741682,0.885575262,0.995812362
YLL040C,0.954710766,0.953398536,0.957684567
YLL041C,1.022384781,0.976893544,0.933985623
YLL042C,0.955059752,1.000865578,0.988356879
YLL043W,0.873933591,0.823896675,0.91139724
YLL044W,1.035041528,1.04370314,0.973915359
YLL045C,0.772961099,0.776671896,0.823431964
YLL046C,0.983604153,1.031587266,1.011474504
YLL047W,0.995010474,0.977576666,0.977862628
YLL048C,0.991254629,0.960571666,1.027954318
YLL049W,0.900743042,0.900962411,1.002872615
YLL051C,1.001936257,0.974062679,1.00244585
YLL052C,1.001973036,1.003067445,1.03276291
YLL053C,1.027691103,1.038240919,1.042129016
YLL054C,0.992638089,0.958855468,0.982748452
YLL055W,0.992109676,0.980371802,0.993520266
YLL056C,1.001655031,0.990260457,1.009003693
YLL057C,1.001898477,0.991169761,1.019761448
YLL058W,0.970208854,0.985056293,1.001289831
YLL059C,1.03984307,0.983233196,1.0174022
YLL060C,1.009777569,0.999117584,1.034419422
YLL061W,1.00340313,0.987050436,1.009841679
YLL062C,0.996759234,0.976322216,0.992726136
YLL063C,0.989899124,1.014950215,1.002633166
YLR001C,1.017935397,1.038965596,1.005734923
YLR003C,0.952463644,0.944208161,0.960138999
YLR004C,0.991252547,0.983249193,0.989614549
YLR006C,0.894088919,0.848167824,0.865981185
YLR011W,0.988776343,0.948483977,0.987201533
YLR012C,0.938283672,0.975639424,0.968292912
YLR013W,0.98973598,1.021049633,1.000394895
YLR014C,1.030880557,0.933488626,0.98531485
YLR015W,0.953620221,0.906257686,0.974645314
YLR016C,0.988186494,0.987283852,0.995580104
YLR017W,0.980289464,0.988862885,1.005592271
YLR018C,0.923996524,0.971710851,0.96527881
YLR019W,0.978340661,0.945165311,1.007852458
YLR020C,0.983907911,1.029611863,0.993741185
YLR021W,0.80406255,0.836875125,0.962073452
YLR023C,1.010161207,1.023265344,1.063881299
YLR024C,0.93858403,0.841503246,1.014135979
YLR025W,0.888715201,0.730518298,0.85038397
YLR028C,0.96299739,0.972438434,1.003649312
YLR030W,1.013143644,1.02202038,1.003694241
YLR031W,0.972233889,0.960531132,0.983662803
YLR032W,0.845293769,0.863998819,0.834379687
YLR034C,1.065137553,0.975867227,1.011532976
YLR035C,0.985682787,1.026266488,1.010818354
YLR036C,1.000484071,1.017566525,1.026385764
YLR037C,0.981105005,0.998457508,0.995205722
YLR038C,1.115388785,0.956813629,0.932041757
YLR039C,0.684026685,0.581099028,0.616060755
YLR040C,0.95844425,0.963678233,1.019313074
YLR041W,1.069388779,1.050114582,1.006519695
YLR042C,1.003443458,1.016550733,0.998275671
YLR043C,0.978264385,0.992006812,0.99773582
YLR044C,0.999043824,0.979299446,0.982623043
YLR046C,1.03670749,1.012295914,1.0528435
YLR047C,1.039122511,1.024049015,1.016480331
YLR048W,0.442292612,0.503654579,0.544638641
YLR049C,0.968616664,0.989076752,1.049209874
YLR050C,1.004607845,0.974960092,0.935495899
YLR052W,1.008723161,1.009099313,1.027039645
YLR053C,0.98728955,1.003293608,1.010845066
YLR054C,0.956303032,0.933245357,0.963040942
YLR055C,0.899274681,0.857398364,0.856829039
YLR056W,0.64718409,0.692805495,0.848532364
YLR057W,1.048000822,1.019922795,0.990975532
YLR059C,0.969988397,0.992728979,1.005791299
YLR061W,0.412833177,0.244254064,0.655896636
YLR062C,0.477473371,0.526546458,0.756037387
YLR063W,0.981869162,0.974262518,1.013308395
YLR064W,1.034073097,0.983215429,0.986804639
YLR065C,0.956185292,0.996818614,0.894532642
YLR068W,0.637516309,0.694117883,0.753203261
YLR069C,0.873553439,0.612757392,0.756394844
YLR070C,0.987653388,0.973395547,0.993293216
YLR072W,0.979271137,1.008794496,1.024560235
YLR073C,0.992454297,0.966608243,0.995635844
YLR074C,0.393587137,0.346088478,0.440301618
YLR077W,1.050652928,0.990359762,0.978294578
YLR079W,0.438358741,0.535741262,0.729478209
YLR080W,0.977248292,1.009264211,0.987141273
YLR081W,0.97045911,0.992776653,0.986603756
YLR082C,0.989099024,0.977529492,1.034367291
YLR083C,0.754061769,0.794179786,1.004593561
YLR084C,0.95811392,0.956579696,0.977687088
YLR085C,0.924704907,0.946753228,0.965282298
YLR087C,0.800531706,0.808567755,0.864038537
YLR089C,0.478337306,0.801881525,1.056506733
YLR090W,0.978264851,0.980407762,0.993895113
YLR091W,0.877174263,0.69755457,0.713981005
YLR092W,0.932872303,0.925094311,1.04837522
YLR093C,0.994370039,1.016940406,1.028122506
YLR094C,1.024135708,1.019536549,1.038570677
YLR095C,0.991927898,1.019601507,1.065006222
YLR096W,0.913418823,0.961942109,0.995503997
YLR097C,1.002217893,0.997667055,0.992182856
YLR098C,0.972118815,0.917089405,0.922576405
YLR099C,0.897971278,0.963857327,0.980364956
YLR102C,0.792309723,0.904183835,0.986798868
YLR104W,0.978432058,0.974620151,0.98056635
YLR107W,1.037937547,1.027465552,1.018304554
YLR108C,1.010978839,1.012232099,1.002304115
YLR109W,1.0336192,0.996882313,0.991654848
YLR110C,0.586249543,0.665557163,0.830867305
YLR111W,0.74365395,0.7479443,0.786023938
YLR112W,1.010437951,1.023153525,0.975840254
YLR113W,0.838407183,0.898840257,1.002691754
YLR114C,0.849914674,0.729047369,0.747483331
YLR118C,0.951563892,0.935007479,0.961934875
YLR119W,0.91787433,0.857003814,1.005986073
YLR120C,0.998190466,0.985840073,0.987181542
YLR121C,0.970068745,0.985815963,1.086531051
YLR122C,0.995769443,0.981840544,1.006668362
YLR123C,0.976955776,0.939363826,1.030673338
YLR124W,0.920799628,1.013936349,0.984297404
YLR125W,0.92808718,0.914811935,0.985364748
YLR126C,0.99900477,1.027125815,0.994489778
YLR128W,0.978254144,0.967438932,1.013508253
YLR130C,1.065646236,0.988467566,1.035462401
YLR131C,0.933320316,1.163184038,1.005807521
YLR133W,0.959507654,0.916225901,0.989772934
YLR134W,0.956474303,0.981681191,0.98141906
YLR135W,0.938061856,0.980296254,0.982048968
YLR136C,0.980859521,1.004440808,0.991669588
YLR137W,0.953550566,0.998695412,0.999468045
YLR138W,1.008580375,1.037882347,0.999347768
YLR139C,0.810935948,0.659978893,0.702836247
YLR142W,1.111217868,1.039157776,0.9453702
YLR143W,0.819557752,0.863920916,0.909071298
YLR144C,0.990538248,1.124041758,1.004086046
YLR146C,1.039091078,1.009590193,1.03969146
YLR150W,0.884699551,0.849465766,1.016869759
YLR152C,1.046157171,1.012270344,1.051880614
YLR164W,1.023466031,1.013519536,1.049621047
YLR165C,1.007444631,1.00885478,1.045311093
YLR168C,0.988583388,1.021502455,0.976000392
YLR169W,0.989937334,0.996906101,1.017568769
YLR170C,1.055146705,1.040961397,1.015477115
YLR171W,1.030758872,1.010861114,1.029427758
YLR172C,0.919231897,0.869696348,1.00285585
YLR173W,0.932599738,0.951369582,0.986277171
YLR174W,0.995506263,1.002001838,1.015018873
YLR176C,0.981450205,0.985250373,1.014350543
YLR177W,0.914864241,0.879750845,0.946484195
YLR178C,0.975222595,0.988650824,1.030586919
YLR179C,0.997649715,1.006882558,1.04380863
YLR180W,0.830116778,0.855644095,1.039060113
YLR181C,0.930044419,0.967120529,0.958404672
YLR182W,0.838513725,0.822855148,0.914910234
YLR183C,1.009989927,1.038743571,1.021513745
YLR184W,0.797330893,0.764081955,0.757308122
YLR185W,0.701300719,0.643019143,0.674562923
YLR187W,1.079778065,1.040801866,1.10148772
YLR188W,1.014473028,1.009495088,1.045240486
YLR189C,1.029631234,0.975520577,1.055297627
YLR190W,0.760577696,0.709494862,0.937656241
YLR191W,1.039687456,0.947351017,0.879406654
YLR192C,0.456451279,0.496340707,0.695313803
YLR193C,1.02483927,0.934328031,0.93975106
YLR194C,1.063964991,1.004901207,1.045349942
YLR199C,0.958837528,0.955472224,0.992572655
YLR200W,0.777760713,0.714962066,0.713180035
YLR201C,0.967144175,0.863011679,0.841589031
YLR202C,0.99541819,0.856902476,0.825647679
YLR203C,1.022883178,0.890391631,0.762112039
YLR204W,0.936129735,0.731652672,0.737162769
