Accession,Gene,NH4,Gln,Phe,Ile
P38120,MRPS9,85.93419967,146.3704521,201.0337055,215.5232966
P38122,ECM31,79.66261306,130.2473735,170.8349119,141.4153293
P38127,RIM2,16.63761356,26.64576119,37.18607821,30.76293831
P38129,TAF5,39.23701342,57.56564414,61.98330176,81.8984664
P38130,KTR3,276.2347006,372.0724645,467.2233523,521.33528
P38131,KTR4,16.42894696,20.45125028,25.80914158,30.98027857
P38132,MCM7,46.60026099,64.889607,91.21696918,77.79402707
P38137,PCS60,55.50764595,67.97114465,83.93813688,124.730972
P38138,ROT2,1.459128503,1.873775942,2.282481005,2.385112382
P38142,YBR241C,9.365992513,15.41141506,18.23066742,23.66343642
P38144,ISW1,126.7834465,159.3630621,234.3121792,206.2189882
P38145,RIB5,203.644108,272.457738,323.9279173,589.6316064
P38147,CHK1,1.781109396,2.309587277,3.219407368,3.732239618
P38148,PPS1,8.497586927,10.69306313,14.44781961,13.46961946
P38149,DUG2,170.5445898,259.2084669,316.9632844,362.3697474
P38151,PBP2,24.42961402,41.37737178,53.18926638,58.61903761
P38152,CTP1,1042.278908,1366.788344,1863.631878,2901.268603
P38153,APM3,10.62033813,5.918511136,6.059820465,6.39016801
P38158,MAL32,21.83378982,34.92802443,47.26182413,42.76044655
P38162,MIX23,16.93434929,21.32583079,30.91821159,35.73915849
P38164,SEA4,32.78798837,38.1762738,53.56874172,56.83896326
P38166,SFT2,530.679597,795.4481602,1006.510581,1060.682378
P38167,ECM21,17.31858002,18.91931022,23.97178119,23.94079279
P38169,BNA4,115.4333914,247.2882235,330.3382029,363.0442754
P38174,MAP2,11.81117246,15.45018387,20.79206591,22.74313804
P38175,MRP21,1.440486462,2.525398645,3.09112632,3.909525039
P38176,AVT5,29.03859649,36.62329146,53.91720213,51.94163998
P38179,ALG3,9.238598798,17.90607448,25.7724009,24.04611396
P38181,NUP170,14.71090139,21.08640269,27.62198886,28.32780985
P38187,UBP13,1.525753885,2.640614725,2.266747836,2.295063715
P38193,PSY4,8.635850862,11.02585384,14.96611477,11.05174644
P38197,YBL036C,391.2614337,481.8420025,637.2628017,819.3327348
P38198,STU1,7.837442269,11.67308573,15.74398528,13.0899813
P38199,HEK2,114.0155483,168.1332242,212.2854968,294.1057177
P38203,LSM2,48.64544645,75.75035927,90.57985642,117.9635571
P38205,NCL1,170.3600719,205.1142543,256.4817742,365.152083
P38207,APN2,0.811557026,1.266773002,1.618012365,1.481874812
P38217,KAP104,12.9261811,17.71734219,23.5292376,18.67943365
P38218,POA1,147.5221498,226.3573792,278.9061464,299.8393958
P38219,OLA1,1756.372436,2855.096256,3306.444783,4337.454404
P38221,CDS1,266.4431485,435.830443,591.1028302,481.9449091
P38225,FAT1,37.89540175,54.42851814,70.78797206,70.48388322
P38226,CST26,0.416127673,0.541173554,0.760352326,0.698849408
P38227,QDR3,7.839067684,8.390897027,12.57181296,16.05352093
P38228,TCM62,9.650247012,12.75578139,18.82424988,25.17757978
P38230,ZTA1,25.31242354,55.1782224,67.41865563,85.26351261
P38234,RFS1,211.0268175,405.3781272,528.6033945,900.335315
P38235,YBR053C,202.7815405,297.4601267,312.6449943,333.8589728
P38237,UBP14,60.11491666,74.65556048,93.70421895,114.455996
P38241,ECM2,18.29619443,65.47104135,52.00094903,98.3336084
P38242,ALG14,18.8106582,26.85012619,36.24628391,30.5518213
P38244,PFF1,13.18830369,17.66753791,24.24231509,28.57931201
P38248,ECM33,5297.224432,8855.468107,11250.55515,16090.44221
P38249,RPG1,845.8995189,1265.009039,1573.714563,1775.349891
P38250,IST2,28.48155131,40.56970975,56.25811113,52.60717042
P38251,RFC5,25.13480656,33.92906392,43.07162518,54.49524614
P38254,PBY1,24.95513796,31.30701679,38.53661444,26.99071992
P38255,RXT2,0.460901479,0.61475173,0.816595886,0.788395159
P38256,YBR096W,1.523681066,2.290805478,3.074140171,3.157838333
P38260,FES1,121.3724527,143.2795278,168.4764519,198.6979648
P38261,EXO84,17.86689777,26.65677416,36.28856099,39.04719294
P38262,SIF2,80.09511259,76.03980493,94.08182218,92.28809477
P38264,PHO88,433.5395912,835.1459529,981.5916582,1414.569824
P38271,OPY1,32.08796859,49.07201289,65.23855391,70.24716045
P38272,SHE3,18.49858109,14.66114188,23.99294694,44.206387
P38273,CCZ1,1.22475953,1.401269442,1.642959704,2.101042032
P38274,HSL7,1.39164567,1.782871205,2.329473567,2.455507547
P38276,YBR137W,10.44559951,7.331399919,9.587663702,5.227604202
P38281,APD1,14.12353212,16.10253213,21.88406657,26.44377319
P38283,SLI15,0.528229151,1.584074373,1.11460806,1.288715297
P38285,AMN1,0.268117324,0.905139744,1.521667577,0
P38286,IFA38,19.98662699,34.61255578,41.15674359,51.61903264
P38291,POP7,5.02758166,7.069191489,8.583312746,5.226647566
P38295,EHT1,91.3636895,157.2841419,211.2287568,252.2905496
P38297,FZO1,0.398852094,0.558826043,0.812968542,0.661551391
P38302,NTC20,172.3980342,165.9904536,275.7060793,257.3287002
P38305,AIM4,11.56333332,6.995353477,14.87226766,15.62942713
P38310,FTH1,77.01295867,104.3264679,152.0027173,138.8017413
P38313,AME1,1.153783859,1.439098128,2.147399093,1.944328581
P38314,SDS24,134.0401517,234.1270363,275.9139658,330.6776743
P38323,MCX1,128.9212216,185.7862484,268.6396824,212.1688451
P38325,OM14,2296.336248,2846.046254,4598.314628,3331.955932
P38326,SWC5,2.267361176,4.645064981,7.12936307,0
P38328,ARC40,211.2022442,374.1278669,503.6344461,591.8063346
P38329,VHC1,10.90372513,14.51335855,21.68428002,20.76867189
P38332,RRT2,4.290351137,3.512921222,3.709958915,2.903900751
P38333,ENP1,236.9286741,316.6220006,465.064916,436.154819
P38335,MTC4,7.732715538,9.359268789,15.36475821,14.60667699
P38337,SHG1,8.139359393,9.661757678,13.24406519,14.51324628
P38339,RGD1,21.06400418,28.0791582,39.36373766,34.7168812
P38340,TAE1,165.5909813,247.6992359,290.0259116,435.565973
P38341,MIC12,142.6823982,320.2848351,417.7791519,446.407668
P38342,TSC10,14.75112817,22.19277684,26.58579389,20.86581716
P38344,REI1,10.58425326,13.18592292,15.44892773,21.12728927
P38348,HSM3,99.74339971,142.1251505,197.1102163,203.1552429
P38349,UBX7,44.18135938,49.9771773,67.4031826,67.1070526
P38351,PAF1,37.42799552,50.79269639,62.79761812,82.6209874
P38353,SSH1,212.6940867,293.4046359,424.7711009,452.0228254
P38355,YBR287W,64.87485662,81.68207771,127.19649,89.78705514
P38359,SUL1,15.02025223,15.38507109,25.84961981,29.18502287
P38426,TPS3,120.0905633,138.7457618,199.8396059,190.9592605
P38427,TSL1,158.2058303,198.2776094,250.1530098,311.6823991
P38429,SAP30,82.23526219,92.93049705,132.4014989,165.2649311
P38430,YMR262W,7.384435318,6.482235506,11.78656384,10.17777205
P38431,TIF5,1399.470835,2292.541017,2892.409008,3309.045736
P38439,LEO1,10.01810703,17.86838883,21.54542578,18.40837079
P38523,MGE1,993.8316603,1733.637813,2271.101853,2984.681795
P38555,YPT31,1050.837252,1192.621568,1365.395136,1451.708631
P38604,ERG7,17.59392612,23.39322763,34.67400626,28.56899965
P38620,PRS2,7.051466742,10.76098984,12.22423339,9.901726458
P38623,RCK2,209.9676645,284.0932735,355.1919304,354.2875798
P38624,PRE3,2713.634523,2836.836689,3603.533885,4610.535509
P38626,CBR1,274.4324771,373.6908366,479.8606009,417.6606644
P38627,URA8,351.1606002,482.756384,627.0179401,558.2075448
P38628,PCM1,118.198044,190.5767983,257.9088914,272.0053842
P38629,RFC3,216.4565706,275.4834854,377.5836938,370.095802
P38630,RFC1,23.12437571,28.62189671,39.74802081,39.53880281
P38631,FKS1,396.3966206,550.5382489,757.0307843,724.5418222
P38635,HIS2,27.90149148,35.53847128,54.3328494,46.01875493
P38682,GLO3,90.03228851,128.7193678,141.5691919,169.0384623
P38687,SRP68,255.4483953,359.6290564,461.5899963,435.8115512
P38688,SRP72,121.6549181,162.6868241,218.6308794,188.3487372
P38689,PRS3,548.918686,788.8464778,1076.423675,1149.25501
P38691,KSP1,0.671599327,0.268658226,0.868570973,1.018994425
P38692,KIC1,0.248767344,0.348151114,0.472423318,0.425712276
P38694,MSC7,336.7505574,474.9544581,603.0464924,751.2412627
P38698,PPX1,58.51789107,68.03595526,99.34077038,92.06355423
P38699,STB5,1.10787654,1.350486536,2.059496166,1.942562093
P38701,RPS20,5501.188224,13208.36222,12859.80688,16938.53758
P38702,LEU5,4.083507944,5.872136763,8.605397101,7.473598477
P38703,LAG1,6.128351087,15.15708026,18.63772915,22.85386332
P38705,DIA4,62.41490439,89.97474214,116.7685996,121.5092094
P38707,DED81,1083.519476,1812.284746,2250.090711,2783.077876
P38708,YHR020W,153.7266171,202.4932055,236.2526383,326.2904076
P38710,INM1,14.31272361,12.34223466,16.83793826,41.77117579
P38713,OSH3,6.998839635,10.82178794,11.99108462,12.1966885
P38714,MSR1,9.287740231,14.0731171,19.00158185,24.22758057
P38715,GRE3,546.6413716,678.4540963,861.624515,1173.492687
P38716,YHR112C,105.5987716,116.6004784,150.0180789,122.9684291
P38717,SIP3,36.79874681,44.55196406,64.55637992,60.9612786
P38719,DBP8,23.80562385,31.39248058,43.99658815,52.04416592
P38720,GND1,6664.413593,10024.21813,12402.47969,10067.91724
P38732,EFM1,36.19038355,50.16732919,64.27043354,64.04468824
P38736,GOS1,454.1463765,770.7969588,1005.953276,822.4158075
P38737,ECM29,58.52590533,72.66604158,104.2607643,91.89536986
P38738,OCA5,0.831865814,1.091061368,1.625632403,1.517531041
P38741,RIM4,42.44094778,77.44043974,94.76614022,71.65948287
P38742,NPR3,9.619044586,11.06524974,15.62072169,13.45457163
P38749,YAP3,15.40408188,24.36108188,26.56581745,9.006174883
P38753,HSE1,165.0600489,206.4366794,295.7182249,268.3912878
P38754,RPL14B,7968.042482,9723.83592,14150.08035,15727.95058
P38755,OSH7,180.1366301,371.3013133,387.8491562,579.5607242
P38756,TCD1,1.038121809,1.286085022,1.551935343,1.719375295
P38758,TDA3,27.87785372,44.46682683,59.93416448,59.24049156
P38759,VPS29,87.27759323,117.7886295,155.1092411,171.6904743
P38764,RPN1,503.2164073,745.1293298,946.6077409,1010.056276
P38765,YHI9,476.899735,626.8750087,660.6344049,874.4109891
P38768,PIH1,11.73720443,16.7669153,21.62277281,23.86365148
P38771,RRF1,43.33614756,64.6657976,84.05671674,93.86167787
P38775,YHR045W,75.00321337,109.9515961,135.5906149,169.5154606
P38777,FSH1,3.840669034,7.466819904,9.24575296,22.22212664
P38779,CIC1,145.852809,203.4414304,259.95903,271.0196678
P38781,RSC30,12.66566134,14.4329125,22.45751808,18.01041065
P38784,VMA22,75.72526773,160.4569467,199.8000897,296.1863334
P38786,RPP1,80.7545089,112.2467304,163.0479712,151.1887168
P38787,PAN5,131.0968575,172.9214236,211.6549098,369.4620067
P38788,SSZ1,4473.256986,5892.021671,7114.464472,8056.967699
P38791,DYS1,133.5684329,177.5372242,224.4672983,311.0068415
P38792,RRP4,16.34892376,17.09270755,23.82722907,25.20864016
P38795,QNS1,132.1156073,176.8476849,221.7046707,253.6510167
P38797,PTC7,13.17265385,23.88663635,38.0423776,39.33264806
P38798,NMD2,13.27264485,18.64018544,26.49470762,23.57737373
P38800,LAM4,0.656902257,0.81279642,1.266544509,1.259166839
P38809,YHR097C,21.82436967,28.53198641,34.70336124,54.02052402
P38810,SFB3,155.7091906,231.5163122,302.0995679,291.280684
P38813,BIG1,36.74688499,44.21184782,59.06736988,74.59830434
P38814,SBE22,7.244881165,8.283771971,10.50398929,11.77953486
P38815,YPT35,2.887591981,8.838760997,5.326975813,9.314672583
P38816,TRR2,177.7123846,138.9305782,177.4622426,166.9179489
P38817,GGA2,570.3936165,782.6725194,1058.649767,1066.399134
P38820,UBA4,91.56061121,95.69950075,125.8869388,152.6494763
P38821,APE4,215.8906082,263.7057774,403.8069597,359.5024098
P38822,BZZ1,66.28398992,81.41581327,100.9284596,91.25328827
P38823,DMA1,75.35514921,72.44865996,112.6388122,70.99031676
P38824,COX23,49.30708711,87.6187149,103.8382848,198.8201747
P38825,TOM71,54.14986883,70.86779849,87.08214882,114.4429943
P38826,ORC6,5.178010527,5.487254774,7.804151474,6.018065114
P38827,SET1,0.516420851,0.626492867,0.886351771,1.037474094
P38828,LSM12,187.8797956,274.3000017,318.0767471,398.3587796
P38829,YHR122W,6.447745135,11.79641328,13.61200736,12.93647812
P38833,YHR127W,67.2648664,92.90792212,121.9129601,151.268259
P38836,ECM14,126.1659513,137.1490639,197.516588,182.8346099
P38837,NSG1,14.09829803,17.78064586,27.8375371,21.53234695
P38841,YHR138C,141.0864503,204.6060681,223.9006743,188.9755486
P38845,CRP1,794.2929599,857.2943933,1046.786228,1106.509669
P38848,PEX28,2.945092499,3.804186447,5.374595911,6.263767886
P38850,RTT107,61.23335228,104.5487244,110.7586973,142.4062307
P38851,LAM1,0.116763777,0.147880112,0.196527467,0.202815387
P38853,KEL1,86.18297645,106.6526105,144.7593572,165.4056319
P38856,YAP1801,0.40181745,0.521948526,0.733395558,0.63844927
P38858,SOL3,1028.470648,1364.441208,1537.451664,2260.125926
P38861,NMD3,11.55885893,16.3165768,21.18238243,21.78513471
P38862,ATG7,4.473519689,6.066178514,7.381387805,10.04530159
P38866,FMO1,53.84947677,84.73836533,111.1563971,107.4568044
P38869,SVP26,441.5100764,610.9335924,891.5535125,664.2584162
P38870,YHR182W,4.287636503,5.255110077,6.476769764,8.222434235
P38874,IKI1,12.77732208,14.79595601,20.04549141,15.78593666
P38875,GPI16,18.07988332,20.70122196,28.42789281,32.85268723
P38878,LNP1,15.65155106,18.92316064,25.99344128,30.76624984
P38880,MDM31,8.727468163,11.25656599,16.85068521,15.63947182
P38881,NVJ1,1.183039086,2.075418878,1.628341915,2.353488609
P38884,AIM18,16.33241061,23.5599735,33.38899597,36.42884395
P38886,RPN10,131.4982577,219.7195714,263.3489197,334.2904168
P38887,YHR202W,56.05656162,67.6854534,91.11860322,93.15027486
P38888,MNL1,1.183690477,1.811701722,2.782432382,2.301051039
P38889,SKN7,19.30971806,24.1269983,27.51395966,37.11953744
P38890,SET5,20.73013179,28.6060081,36.55620435,36.82202601
P38891,BAT1,1616.055425,2592.166327,3264.808224,4049.606124
P38892,CRG1,16.85331342,22.82955296,31.52412762,37.8135013
P38902,RPB11,362.9313974,542.9706414,728.8816118,737.2023394
P38903,RTS1,3.199673892,4.382545098,6.026113714,5.23552609
P38904,SPP41,1.770797634,2.077991881,3.40123847,3.097687649
P38910,HSP10,1857.045118,2424.994208,2786.381215,3912.935397
P38911,FPR3,911.024769,1102.727689,1299.013734,1390.351085
P38912,TIF11,102.536503,233.7278659,254.2717294,421.6335032
P38913,FAD1,3.066818508,3.958157467,5.372308752,6.704474044
P38915,SPT8,3.244692333,3.92107768,4.995853493,6.028452734
P38920,MLH1,6.377555229,7.886663471,9.739361488,9.798045864
P38921,PET8,48.18334742,66.0835224,88.33414838,84.23806602
P38922,HRB1,5.573348033,6.72168517,9.300669732,9.727619609
P38925,SMF1,0.537987162,1.059139269,2.153060876,2.584607139
P38929,PMC1,156.6782419,174.6389892,248.1107185,265.5326213
P38930,CKB2,147.9902122,211.401318,289.3808522,230.0869562
P38932,VPS45,29.37520301,33.11027247,44.79384118,44.23334423
P38934,BFR1,1452.098135,2137.821717,2578.824488,2934.874159
P38953,RAD55,0,0,0,3.415924963
P38959,VPS41,7.695587441,10.66995495,13.88133539,14.94018386
P38961,RRP8,2.133737479,2.646115839,3.882559351,4.712355908
P38962,TVP23,33.15014858,43.72074402,59.64065997,73.94932091
P38966,YDR089W,14.47487317,20.78980836,29.3591601,31.57538755
P38968,SEC31,484.9541466,679.5604155,851.7082494,952.9796419
P38969,PNT1,12.27420459,24.04780894,32.63524583,24.80327517
P38970,HAL5,6.064364444,6.54632268,9.34819344,8.805099334
P38972,ADE6,162.5362602,196.711264,234.8056699,340.8091405
P38985,SRP14,285.9222448,375.9007855,511.9190481,597.6197777
P38986,ASP1,16.22348299,27.87638284,30.23148234,34.87643227
P38988,GGC1,1608.308543,2245.527462,3210.575278,4174.110126
P38989,SMC2,7.004154274,9.781912173,12.90150056,13.14708618
P38993,FET3,2.770183923,2.881866425,4.680021912,4.327806895
P38994,MSS4,4.067226129,5.025611857,6.230520958,7.061544729
P38995,CCC2,7.22319232,14.25658995,13.10110658,13.00704044
P38996,NAB3,76.76632055,95.45808393,124.2065083,129.1236836
P38998,LYS1,1251.298016,1553.268151,1904.078754,3164.300912
P38999,LYS9,659.5089371,1046.407008,1252.072569,2181.791943
P39003,HXT6,3620.877382,7364.116519,10153.68699,9254.732496
P39006,PSD1,48.21759388,69.52965821,98.79674337,108.0661272
P39007,STT3,42.04354726,65.20424351,88.88741375,110.6965905
P39008,POP2,10.93451303,13.25001349,17.31110014,19.87471047
P39009,DUN1,14.48597923,19.26864058,25.7176248,19.9127747
P39010,AKR1,24.53419125,30.78595808,41.8033841,47.80757536
P39011,BEM4,22.58513772,29.47543796,41.69333719,41.55943169
P39012,GAA1,25.55585042,33.98951231,49.57886179,42.96755134
P39013,END3,263.7772619,322.0953986,425.2516746,429.0901793
P39015,STM1,526.0651745,788.329982,891.0523181,928.5815179
P39016,MPT5,3.040459165,3.693321872,4.915669983,4.13494961
P39073,SSN3,6.44385831,7.609872456,9.93435869,8.089566988
P39076,CCT2,181.1771779,285.9018032,368.4216171,384.2420823
P39077,CCT3,552.5510359,770.4263564,975.2192137,946.6088197
P39078,CCT4,112.341489,175.2740456,213.3918657,246.1018715
P39079,CCT6,167.3610646,273.5760712,348.7706955,373.6537771
P39081,PCF11,2.898509977,3.292185135,4.88597636,4.599891452
P39083,RGA1,0.931836698,1.247114107,1.881850431,1.579211332
P39101,CAJ1,320.7778154,501.6757639,670.6777689,616.303906
P39103,COX14,30.97286205,43.34998099,55.32542323,34.31298381
P39104,PIK1,7.368156695,9.95825427,12.92304585,12.46840936
P39105,PLB1,453.4492625,410.1170985,627.0652457,721.7176605
P39106,MNN1,50.70640528,59.77572032,90.07487465,91.90009113
P39107,MNN9,345.8858163,468.4706381,585.1511512,660.7322892
P39109,YCF1,51.53001196,66.60787126,91.52826456,86.01276806
P39110,CIN4,9.145986979,12.10289786,17.31679652,16.39379501
P39112,DSS1,6.268254496,9.941714044,12.69745493,14.39004876
P39515,TIM17,1206.154002,1685.42945,2444.682277,2360.518145
P39516,RPS14B,46199.91303,84686.80429,96448.52374,138047.776
P39517,DHH1,98.95387605,134.6614978,167.6416368,211.3807784
P39518,FAA2,42.52998951,89.38532774,117.6160938,80.30921029
P39521,FHL1,2.220174349,2.746632711,3.879975356,3.313683593
P39522,ILV3,893.7537407,1199.466713,1449.848028,2015.39398
P39524,DRS2,4.193304931,6.101321155,8.004321009,8.747996218
P39525,CEM1,26.18530913,39.12367129,43.6914626,53.43244634
P39529,YJL206C,3.280726592,3.615113953,4.962793907,5.533426754
P39531,RCY1,10.24778553,13.68208919,18.59330868,15.70672481
P39533,ACO2,1308.730648,1577.490903,1994.22762,2821.981762
P39538,UBP12,22.83469156,27.96346209,37.80316206,35.89563242
P39540,ELO1,3.501183491,5.114009487,6.764294329,7.724083122
P39676,YHB1,1041.466042,1915.057479,2474.029265,3104.426763
P39677,MEF2,5.28973956,7.731087532,10.12686341,10.5945656
P39678,MBP1,5.052147973,5.684617523,8.12240572,8.195604059
P39683,NPT1,234.9032569,370.2920694,445.5156693,464.2211118
P39685,POM152,12.60439022,14.07348107,16.9797677,20.70648826
P39692,MET10,1250.113874,1757.435389,2123.606002,2763.880766
P39702,VPS8,1.186221965,1.448932143,2.121205218,1.779825285
P39704,ERP2,65.12490613,104.243466,154.771606,129.8529107
P39705,NUP60,4.305676071,2.862272614,3.815664464,5.328989538
P39707,SEN34,5.130750868,5.721304426,7.262152736,6.854191737
P39708,GDH3,6229.834411,6859.584525,9782.146512,7823.072819
P39713,BDH2,0,2.344621546,1.842544467,0
P39714,BDH1,472.9795209,784.037779,991.5735705,964.9412363
P39715,ECM1,23.10182629,28.13726269,41.90969276,47.91653269
P39718,PEX22,1.200293728,1.583405894,2.635786387,2.443066784
P39719,FLC2,11.56399235,16.00309063,25.28752519,25.18679057
P39720,OAF1,5.716038911,6.815305531,10.03470655,10.16558265
P39721,AIM2,366.288098,713.8537487,1008.845344,857.0877894
P39722,GEM1,8.897082682,11.12069163,15.98886104,15.39810581
P39723,SPC72,3.212659644,4.720912649,6.669933841,5.89531964
P39727,ERV46,122.1442159,258.6563138,278.7879241,373.715467
P39729,RBG1,2.284854367,3.592294358,4.226933279,5.530289234
P39730,FUN12,445.2424961,666.5083002,812.7590544,812.1271022
P39731,MTW1,13.70776554,17.49018765,24.18369588,18.44949954
P39732,GIP4,7.619730507,8.808392353,14.07914559,13.11308455
P39742,SEC72,238.4899508,334.8655652,463.5743959,444.3362914
P39743,RVS167,297.4051829,355.165863,394.8445199,432.3163524
P39744,NOC2,70.15240341,109.852689,141.7216545,167.9264765
P39904,VPS52,4.946141204,6.908260732,9.309309708,12.24286219
P39923,NPR2,32.20281217,38.22277757,53.7415347,50.56445057
P39925,AFG3,88.26584596,135.8248734,175.1710105,258.7611568
P39926,SSO2,917.84992,1813.788906,2054.910753,1991.402761
P39927,PTI1,126.2081338,131.0450704,189.4206389,238.0412065
