id	g
'''r_0303'''	1.474884188
'''r_0658'''	3.904705621
'''r_1022'''	2.976862025
'''r_0713'''	5.13861035
'''r_0466'''	3.080047849
'''r_0889'''	6.91437938
'''r_0984'''	0
'''r_1049'''	2.064912688
'''r_0450'''	5.805736273
'''r_1054'''	1.445291219
'''r_0892'''	8.435275068
'''r_0893'''	0.016389899
'''r_0962'''	6.870071724
'''r_0217'''	1.14462571
